Time,CH B,
3.87694E+1,-5.21256E-1,
3.88194E+1,-5.85256E-1,
3.88694E+1,-5.21256E-1,
3.89195E+1,-5.85256E-1,
3.89695E+1,-5.21256E-1,
3.90195E+1,-5.93256E-1,
3.90695E+1,-5.21256E-1,
3.91196E+1,-5.85256E-1,
3.91696E+1,-5.21256E-1,
3.92196E+1,-5.85256E-1,
3.92696E+1,-5.21256E-1,
3.93197E+1,-5.85256E-1,
3.93697E+1,-5.21256E-1,
3.94197E+1,-5.93256E-1,
3.94697E+1,-5.21256E-1,
3.95198E+1,-5.85256E-1,
3.95698E+1,-5.21256E-1,
3.96198E+1,-5.85256E-1,
3.96698E+1,-5.13256E-1,
3.97199E+1,-5.85256E-1,
3.97699E+1,-5.13256E-1,
3.98199E+1,-5.85256E-1,
3.98699E+1,-5.13256E-1,
3.992E+1,-5.85256E-1,
3.997E+1,-5.13256E-1,
4.002E+1,-5.85256E-1,
4.007E+1,-5.13256E-1,
4.01201E+1,-5.85256E-1,
4.01701E+1,-5.21256E-1,
4.02201E+1,-6.33256E-1,
4.02701E+1,-5.21256E-1,
4.03202E+1,-6.33256E-1,
4.03702E+1,-5.21256E-1,
4.04202E+1,-5.85256E-1,
4.04702E+1,-5.21256E-1,
4.05203E+1,-6.33256E-1,
4.05703E+1,-5.21256E-1,
4.06203E+1,-5.93256E-1,
4.06703E+1,-5.21256E-1,
4.07204E+1,-5.93256E-1,
4.07704E+1,-5.21256E-1,
4.08204E+1,-5.85256E-1,
4.08704E+1,-5.21256E-1,
4.09205E+1,-5.93256E-1,
4.09705E+1,-5.21256E-1,
4.10205E+1,-5.93256E-1,
4.10705E+1,-5.21256E-1,
4.11206E+1,-5.93256E-1,
4.11706E+1,-5.29256E-1,
4.12206E+1,-5.93256E-1,
4.12706E+1,-5.29256E-1,
4.13207E+1,-5.93256E-1,
4.13707E+1,-5.29256E-1,
4.14207E+1,-6.01256E-1,
4.14707E+1,-5.29256E-1,
4.15208E+1,-5.93256E-1,
4.15708E+1,-5.29256E-1,
4.16208E+1,-6.01256E-1,
4.16708E+1,-5.29256E-1,
4.17209E+1,-6.01256E-1,
4.17709E+1,-5.29256E-1,
4.18209E+1,-6.09256E-1,
4.18709E+1,-5.37256E-1,
4.1921E+1,-6.01256E-1,
4.1971E+1,-5.37256E-1,
4.2021E+1,-6.01256E-1,
4.2071E+1,-5.37256E-1,
4.21211E+1,-6.09256E-1,
4.21711E+1,-5.45256E-1,
4.22211E+1,-6.09256E-1,
4.22711E+1,-5.45256E-1,
4.23212E+1,-6.09256E-1,
4.23712E+1,-5.45256E-1,
4.24212E+1,-6.01256E-1,
4.24712E+1,-5.45256E-1,
4.25213E+1,-6.09256E-1,
4.25713E+1,-5.45256E-1,
4.26213E+1,-6.25256E-1,
4.26713E+1,-5.53256E-1,
4.27214E+1,-6.09256E-1,
4.27714E+1,-5.53256E-1,
4.28214E+1,-6.17256E-1,
4.28714E+1,-5.53256E-1,
4.29215E+1,-6.09256E-1,
4.29715E+1,-5.53256E-1,
4.30215E+1,-6.17256E-1,
4.30715E+1,-5.53256E-1,
4.31216E+1,-6.17256E-1,
4.31716E+1,-5.53256E-1,
4.32216E+1,-6.25256E-1,
4.32716E+1,-5.53256E-1,
4.33217E+1,-6.25256E-1,
4.33717E+1,-5.53256E-1,
4.34217E+1,-6.25256E-1,
4.34717E+1,-5.61256E-1,
4.35218E+1,-6.25256E-1,
4.35718E+1,-5.53256E-1,
4.36218E+1,-6.25256E-1,
4.36718E+1,-5.61256E-1,
4.37219E+1,-6.25256E-1,
4.37719E+1,-5.61256E-1,
4.38219E+1,-6.25256E-1,
4.38719E+1,-5.61256E-1,
4.3922E+1,-6.41256E-1,
4.3972E+1,-5.61256E-1,
4.4022E+1,-6.25256E-1,
4.4072E+1,-5.61256E-1,
4.41221E+1,-6.17256E-1,
4.41721E+1,-5.61256E-1,
4.42221E+1,-6.25256E-1,
4.42721E+1,-5.61256E-1,
4.43222E+1,-6.17256E-1,
4.43722E+1,-5.53256E-1,
4.44222E+1,-6.49256E-1,
4.44722E+1,-5.53256E-1,
4.45223E+1,-6.09256E-1,
4.45723E+1,-5.45256E-1,
4.46223E+1,-6.17256E-1,
4.46723E+1,-5.45256E-1,
4.47224E+1,-6.09256E-1,
4.47724E+1,-5.45256E-1,
4.48224E+1,-6.09256E-1,
4.48724E+1,-5.45256E-1,
4.49225E+1,-6.09256E-1,
4.49725E+1,-5.37256E-1,
4.50225E+1,-6.09256E-1,
4.50725E+1,-5.45256E-1,
4.51226E+1,-6.09256E-1,
4.51726E+1,-5.45256E-1,
4.52226E+1,-6.09256E-1,
4.52726E+1,-5.45256E-1,
4.53227E+1,-6.09256E-1,
4.53727E+1,-5.05256E-1,
4.54227E+1,-6.09256E-1,
4.54727E+1,-5.37256E-1,
4.55228E+1,-6.09256E-1,
4.55728E+1,-5.45256E-1,
4.56228E+1,-6.09256E-1,
4.56728E+1,-5.45256E-1,
4.57229E+1,-6.09256E-1,
4.57729E+1,-5.45256E-1,
4.58229E+1,-6.09256E-1,
4.58729E+1,-5.45256E-1,
4.5923E+1,-6.09256E-1,
4.5973E+1,-5.37256E-1,
4.6023E+1,-6.09256E-1,
4.6073E+1,-5.37256E-1,
4.61231E+1,-6.01256E-1,
4.61731E+1,-5.45256E-1,
4.62231E+1,-6.09256E-1,
4.62731E+1,-5.37256E-1,
4.63232E+1,-6.01256E-1,
4.63732E+1,-5.37256E-1,
4.64232E+1,-6.01256E-1,
4.64732E+1,-5.37256E-1,
4.65233E+1,-5.93256E-1,
4.65733E+1,-5.37256E-1,
4.66233E+1,-6.01256E-1,
4.66733E+1,-5.37256E-1,
4.67234E+1,-6.01256E-1,
4.67734E+1,-5.37256E-1,
4.68234E+1,-6.09256E-1,
4.68734E+1,-5.37256E-1,
4.69235E+1,-6.09256E-1,
4.69735E+1,-5.37256E-1,
4.70235E+1,-6.01256E-1,
4.70735E+1,-5.37256E-1,
4.71236E+1,-6.01256E-1,
4.71736E+1,-5.29256E-1,
4.72236E+1,-6.01256E-1,
4.72736E+1,-5.29256E-1,
4.73237E+1,-5.93256E-1,
4.73737E+1,-5.29256E-1,
4.74237E+1,-6.01256E-1,
4.74737E+1,-4.97256E-1,
4.75238E+1,-5.93256E-1,
4.75738E+1,-5.29256E-1,
4.76238E+1,-5.93256E-1,
4.76738E+1,-5.21256E-1,
4.77239E+1,-5.85256E-1,
4.77739E+1,-4.81256E-1,
4.78239E+1,-5.85256E-1,
4.78739E+1,-5.21256E-1,
4.7924E+1,-5.85256E-1,
4.7974E+1,-5.21256E-1,
4.8024E+1,-5.85256E-1,
4.8074E+1,-5.21256E-1,
4.81241E+1,-5.85256E-1,
4.81741E+1,-5.21256E-1,
4.82241E+1,-5.77256E-1,
4.82741E+1,-5.13256E-1,
4.83242E+1,-5.77256E-1,
4.83742E+1,-5.13256E-1,
4.84242E+1,-5.77256E-1,
4.84742E+1,-5.13256E-1,
4.85243E+1,-5.77256E-1,
4.85743E+1,-5.13256E-1,
4.86243E+1,-5.77256E-1,
4.86743E+1,-5.13256E-1,
4.87244E+1,-5.77256E-1,
4.87744E+1,-5.13256E-1,
4.88244E+1,-5.69256E-1,
4.88744E+1,-5.13256E-1,
4.89245E+1,-5.77256E-1,
4.89745E+1,-5.13256E-1,
4.90245E+1,-5.77256E-1,
4.90745E+1,-5.05256E-1,
4.91246E+1,-5.69256E-1,
4.91746E+1,-5.13256E-1,
4.92246E+1,-5.77256E-1,
4.92746E+1,-5.13256E-1,
4.93247E+1,-5.85256E-1,
4.93747E+1,-5.05256E-1,
4.94247E+1,-5.77256E-1,
4.94747E+1,-5.05256E-1,
4.95248E+1,-5.69256E-1,
4.95748E+1,-5.05256E-1,
4.96248E+1,-5.69256E-1,
4.96748E+1,-5.05256E-1,
4.97249E+1,-6.17256E-1,
4.97749E+1,-4.97256E-1,
4.98249E+1,-6.09256E-1,
4.98749E+1,-5.05256E-1,
4.9925E+1,-5.69256E-1,
4.9975E+1,-4.97256E-1,
5.0025E+1,-5.61256E-1,
5.0075E+1,-4.97256E-1,
5.01251E+1,-5.61256E-1,
5.01751E+1,-4.97256E-1,
5.02251E+1,-5.61256E-1,
5.02751E+1,-4.89256E-1,
5.03252E+1,-5.61256E-1,
5.03752E+1,-4.89256E-1,
5.04252E+1,-5.53256E-1,
5.04752E+1,-4.89256E-1,
5.05253E+1,-5.53256E-1,
5.05753E+1,-4.89256E-1,
5.06253E+1,-5.61256E-1,
5.06753E+1,-4.81256E-1,
5.07254E+1,-5.61256E-1,
5.07754E+1,-4.81256E-1,
5.08254E+1,-5.45256E-1,
5.08754E+1,-4.81256E-1,
5.09255E+1,-5.45256E-1,
5.09755E+1,-4.73256E-1,
5.10255E+1,-5.45256E-1,
5.10755E+1,-4.81256E-1,
5.11256E+1,-5.45256E-1,
5.11756E+1,-4.73256E-1,
5.12256E+1,-5.37256E-1,
5.12756E+1,-4.65256E-1,
5.13257E+1,-5.45256E-1,
5.13757E+1,-4.65256E-1,
5.14257E+1,-5.45256E-1,
5.14757E+1,-4.65256E-1,
5.15258E+1,-5.29256E-1,
5.15758E+1,-4.57256E-1,
5.16258E+1,-5.29256E-1,
5.16758E+1,-4.49256E-1,
5.17259E+1,-5.21256E-1,
5.17759E+1,-4.49256E-1,
5.18259E+1,-5.21256E-1,
5.18759E+1,-4.49256E-1,
5.1926E+1,-5.13256E-1,
5.1976E+1,-4.41256E-1,
5.2026E+1,-5.05256E-1,
5.2076E+1,-4.41256E-1,
5.21261E+1,-5.05256E-1,
5.21761E+1,-4.33256E-1,
5.22261E+1,-5.05256E-1,
5.22761E+1,-4.33256E-1,
5.23262E+1,-4.97256E-1,
5.23762E+1,-4.25256E-1,
5.24262E+1,-4.97256E-1,
5.24762E+1,-4.25256E-1,
5.25263E+1,-4.89256E-1,
5.25763E+1,-4.17256E-1,
5.26263E+1,-4.89256E-1,
5.26763E+1,-4.17256E-1,
5.27264E+1,-4.81256E-1,
5.27764E+1,-4.17256E-1,
5.28264E+1,-4.81256E-1,
5.28764E+1,-4.09256E-1,
5.29265E+1,-4.73256E-1,
5.29765E+1,-4.09256E-1,
5.30265E+1,-4.73256E-1,
5.30765E+1,-4.09256E-1,
5.31266E+1,-4.73256E-1,
5.31766E+1,-4.09256E-1,
5.32266E+1,-4.73256E-1,
5.32766E+1,-4.01256E-1,
5.33267E+1,-4.65256E-1,
5.33767E+1,-4.01256E-1,
5.34267E+1,-4.65256E-1,
5.34767E+1,-3.45256E-1,
5.35268E+1,-4.57256E-1,
5.35768E+1,-3.93256E-1,
5.36268E+1,-4.49256E-1,
5.36768E+1,-3.93256E-1,
5.37269E+1,-4.49256E-1,
5.37769E+1,-3.85256E-1,
5.38269E+1,-4.49256E-1,
5.38769E+1,-3.85256E-1,
5.3927E+1,-4.49256E-1,
5.3977E+1,-3.85256E-1,
5.4027E+1,-4.49256E-1,
5.4077E+1,-3.85256E-1,
5.41271E+1,-4.49256E-1,
5.41771E+1,-3.77256E-1,
5.42271E+1,-4.41256E-1,
5.42771E+1,-3.77256E-1,
5.43272E+1,-4.41256E-1,
5.43772E+1,-3.77256E-1,
5.44272E+1,-4.33256E-1,
5.44772E+1,-3.77256E-1,
5.45273E+1,-4.33256E-1,
5.45773E+1,-3.69256E-1,
5.46273E+1,-4.33256E-1,
5.46773E+1,-3.69256E-1,
5.47274E+1,-4.25256E-1,
5.47774E+1,-3.69256E-1,
5.48274E+1,-4.33256E-1,
5.48774E+1,-3.69256E-1,
5.49275E+1,-4.25256E-1,
5.49775E+1,-3.69256E-1,
5.50275E+1,-4.33256E-1,
5.50775E+1,-3.69256E-1,
5.51276E+1,-4.33256E-1,
5.51776E+1,-3.61256E-1,
5.52276E+1,-4.17256E-1,
5.52776E+1,-3.61256E-1,
5.53277E+1,-4.25256E-1,
5.53777E+1,-2.97256E-1,
5.54277E+1,-4.57256E-1,
5.54777E+1,-3.53256E-1,
5.55278E+1,-4.17256E-1,
5.55778E+1,-3.53256E-1,
5.56278E+1,-4.17256E-1,
5.56778E+1,-3.53256E-1,
5.57279E+1,-4.17256E-1,
5.57779E+1,-2.89256E-1,
5.58279E+1,-4.25256E-1,
5.58779E+1,-3.45256E-1,
5.5928E+1,-4.09256E-1,
5.5978E+1,-3.45256E-1,
5.6028E+1,-4.41256E-1,
5.6078E+1,-3.45256E-1,
5.61281E+1,-4.09256E-1,
5.61781E+1,-3.37256E-1,
5.62281E+1,-4.01256E-1,
5.62781E+1,-3.37256E-1,
5.63282E+1,-4.01256E-1,
5.63782E+1,-3.37256E-1,
5.64282E+1,-4.01256E-1,
5.64782E+1,-3.37256E-1,
5.65283E+1,-3.93256E-1,
5.65783E+1,-3.29256E-1,
5.66283E+1,-3.93256E-1,
5.66783E+1,-3.29256E-1,
5.67284E+1,-3.93256E-1,
5.67784E+1,-3.29256E-1,
5.68284E+1,-3.85256E-1,
5.68784E+1,-3.21256E-1,
5.69285E+1,-3.93256E-1,
5.69785E+1,-3.21256E-1,
5.70285E+1,-3.85256E-1,
5.70785E+1,-3.21256E-1,
5.71286E+1,-3.85256E-1,
5.71786E+1,-3.21256E-1,
5.72286E+1,-3.85256E-1,
5.72786E+1,-3.13256E-1,
5.73287E+1,-3.77256E-1,
5.73787E+1,-3.13256E-1,
5.74287E+1,-3.69256E-1,
5.74787E+1,-3.13256E-1,
5.75288E+1,-3.69256E-1,
5.75788E+1,-3.05256E-1,
5.76288E+1,-3.69256E-1,
5.76788E+1,-3.05256E-1,
5.77289E+1,-3.77256E-1,
5.77789E+1,-3.05256E-1,
5.78289E+1,-3.69256E-1,
5.78789E+1,-3.05256E-1,
5.7929E+1,-3.85256E-1,
5.7979E+1,-3.05256E-1,
5.8029E+1,-3.85256E-1,
5.8079E+1,-3.05256E-1,
5.81291E+1,-3.85256E-1,
5.81791E+1,-3.05256E-1,
5.82291E+1,-3.61256E-1,
5.82791E+1,-3.05256E-1,
5.83292E+1,-3.69256E-1,
5.83792E+1,-3.05256E-1,
5.84292E+1,-3.69256E-1,
5.84792E+1,-2.97256E-1,
5.85293E+1,-3.69256E-1,
5.85793E+1,-2.97256E-1,
5.86293E+1,-3.61256E-1,
5.86793E+1,-2.97256E-1,
5.87294E+1,-3.61256E-1,
5.87794E+1,-2.97256E-1,
5.88294E+1,-3.61256E-1,
5.88794E+1,-3.05256E-1,
5.89295E+1,-3.61256E-1,
5.89795E+1,-2.97256E-1,
5.90295E+1,-3.61256E-1,
5.90795E+1,-2.97256E-1,
5.91296E+1,-3.53256E-1,
5.91796E+1,-2.97256E-1,
5.92296E+1,-3.61256E-1,
5.92796E+1,-2.97256E-1,
5.93297E+1,-3.61256E-1,
5.93797E+1,-2.97256E-1,
5.94297E+1,-3.61256E-1,
5.94797E+1,-2.97256E-1,
5.95298E+1,-3.61256E-1,
5.95798E+1,-2.97256E-1,
5.96298E+1,-3.61256E-1,
5.96798E+1,-2.97256E-1,
5.97299E+1,-3.61256E-1,
5.97799E+1,-2.97256E-1,
5.98299E+1,-3.61256E-1,
5.98799E+1,-2.97256E-1,
5.993E+1,-3.61256E-1,
5.998E+1,-2.97256E-1,
6.003E+1,-3.69256E-1,
6.008E+1,-2.97256E-1,
6.01301E+1,-3.61256E-1,
6.01801E+1,-3.05256E-1,
6.02301E+1,-3.61256E-1,
6.02801E+1,-3.05256E-1,
6.03302E+1,-3.61256E-1,
6.03802E+1,-2.97256E-1,
6.04302E+1,-4.01256E-1,
6.04802E+1,-3.05256E-1,
6.05303E+1,-3.93256E-1,
6.05803E+1,-3.05256E-1,
6.06303E+1,-3.61256E-1,
6.06803E+1,-3.05256E-1,
6.07304E+1,-3.69256E-1,
6.07804E+1,-3.05256E-1,
6.08304E+1,-3.69256E-1,
6.08804E+1,-3.05256E-1,
6.09305E+1,-3.69256E-1,
6.09805E+1,-3.05256E-1,
6.10305E+1,-3.77256E-1,
6.10805E+1,-3.05256E-1,
6.11306E+1,-3.77256E-1,
6.11806E+1,-3.13256E-1,
6.12306E+1,-3.77256E-1,
6.12806E+1,-3.13256E-1,
6.13307E+1,-3.77256E-1,
6.13807E+1,-3.13256E-1,
6.14307E+1,-3.93256E-1,
6.14807E+1,-3.21256E-1,
6.15308E+1,-4.01256E-1,
6.15808E+1,-3.21256E-1,
6.16308E+1,-3.85256E-1,
6.16808E+1,-3.21256E-1,
6.17309E+1,-3.85256E-1,
6.17809E+1,-3.21256E-1,
6.18309E+1,-3.85256E-1,
6.18809E+1,-3.21256E-1,
6.1931E+1,-3.85256E-1,
6.1981E+1,-3.21256E-1,
6.2031E+1,-4.25256E-1,
6.2081E+1,-3.29256E-1,
6.21311E+1,-3.85256E-1,
6.21811E+1,-3.29256E-1,
6.22311E+1,-3.85256E-1,
6.22811E+1,-3.21256E-1,
6.23312E+1,-3.85256E-1,
6.23812E+1,-3.29256E-1,
6.24312E+1,-3.85256E-1,
6.24812E+1,-3.29256E-1,
6.25313E+1,-3.85256E-1,
6.25813E+1,-3.29256E-1,
6.26313E+1,-3.93256E-1,
6.26813E+1,-3.29256E-1,
6.27314E+1,-3.93256E-1,
6.27814E+1,-3.29256E-1,
6.28314E+1,-3.93256E-1,
6.28814E+1,-3.29256E-1,
6.29315E+1,-3.93256E-1,
6.29815E+1,-3.29256E-1,
6.30315E+1,-3.93256E-1,
6.30815E+1,-3.37256E-1,
6.31316E+1,-4.01256E-1,
6.31816E+1,-3.37256E-1,
6.32316E+1,-3.85256E-1,
6.32816E+1,-3.37256E-1,
6.33317E+1,-4.01256E-1,
6.33817E+1,-3.37256E-1,
6.34317E+1,-4.01256E-1,
6.34817E+1,-3.37256E-1,
6.35318E+1,-4.17256E-1,
6.35818E+1,-3.45256E-1,
6.36318E+1,-4.33256E-1,
6.36818E+1,-3.45256E-1,
6.37319E+1,-4.09256E-1,
6.37819E+1,-3.37256E-1,
6.38319E+1,-4.09256E-1,
6.38819E+1,-3.45256E-1,
6.3932E+1,-4.09256E-1,
6.3982E+1,-3.45256E-1,
6.4032E+1,-4.09256E-1,
6.4082E+1,-3.45256E-1,
6.41321E+1,-4.01256E-1,
6.41821E+1,-3.45256E-1,
6.42321E+1,-4.09256E-1,
6.42821E+1,-3.45256E-1,
6.43322E+1,-4.09256E-1,
6.43822E+1,-2.89256E-1,
6.44322E+1,-4.09256E-1,
6.44822E+1,-3.45256E-1,
6.45323E+1,-4.01256E-1,
6.45823E+1,-3.37256E-1,
6.46323E+1,-4.09256E-1,
6.46823E+1,-3.37256E-1,
6.47324E+1,-4.01256E-1,
6.47824E+1,-3.37256E-1,
6.48324E+1,-4.09256E-1,
6.48824E+1,-3.29256E-1,
6.49325E+1,-4.01256E-1,
6.49825E+1,-3.29256E-1,
6.50325E+1,-3.93256E-1,
6.50825E+1,-3.29256E-1,
6.51326E+1,-4.41256E-1,
6.51826E+1,-3.29256E-1,
6.52326E+1,-4.41256E-1,
6.52826E+1,-3.45256E-1,
6.53327E+1,-4.57256E-1,
6.53827E+1,-3.45256E-1,
6.54327E+1,-4.57256E-1,
6.54827E+1,-3.53256E-1,
6.55328E+1,-4.57256E-1,
6.55828E+1,-3.53256E-1,
6.56328E+1,-4.17256E-1,
6.56828E+1,-3.53256E-1,
6.57329E+1,-4.25256E-1,
6.57829E+1,-2.89256E-1,
6.58329E+1,-4.17256E-1,
6.58829E+1,-3.53256E-1,
6.5933E+1,-4.17256E-1,
6.5983E+1,-3.53256E-1,
6.6033E+1,-4.17256E-1,
6.6083E+1,-3.53256E-1,
6.61331E+1,-4.25256E-1,
6.61831E+1,-3.61256E-1,
6.62331E+1,-4.25256E-1,
6.62831E+1,-3.53256E-1,
6.63332E+1,-4.25256E-1,
6.63832E+1,-3.61256E-1,
6.64332E+1,-4.25256E-1,
6.64832E+1,-3.61256E-1,
6.65333E+1,-4.33256E-1,
6.65833E+1,-3.61256E-1,
6.66333E+1,-4.25256E-1,
6.66833E+1,-3.61256E-1,
6.67334E+1,-4.33256E-1,
6.67834E+1,-3.69256E-1,
6.68334E+1,-4.33256E-1,
6.68834E+1,-3.69256E-1,
6.69335E+1,-4.41256E-1,
6.69835E+1,-3.69256E-1,
6.70335E+1,-4.41256E-1,
6.70835E+1,-3.69256E-1,
6.71336E+1,-4.41256E-1,
6.71836E+1,-3.69256E-1,
6.72336E+1,-4.41256E-1,
6.72836E+1,-3.69256E-1,
6.73337E+1,-4.57256E-1,
6.73837E+1,-3.61256E-1,
6.74337E+1,-4.33256E-1,
6.74837E+1,-3.77256E-1,
6.75338E+1,-4.49256E-1,
6.75838E+1,-3.77256E-1,
6.76338E+1,-4.49256E-1,
6.76838E+1,-3.77256E-1,
6.77339E+1,-4.49256E-1,
6.77839E+1,-3.69256E-1,
6.78339E+1,-4.49256E-1,
6.78839E+1,-3.85256E-1,
6.7934E+1,-4.49256E-1,
6.7984E+1,-3.85256E-1,
6.8034E+1,-4.57256E-1,
6.8084E+1,-3.85256E-1,
6.81341E+1,-4.57256E-1,
6.81841E+1,-3.85256E-1,
6.82341E+1,-4.57256E-1,
6.82841E+1,-3.85256E-1,
6.83342E+1,-4.65256E-1,
6.83842E+1,-3.85256E-1,
6.84342E+1,-4.57256E-1,
6.84842E+1,-3.85256E-1,
6.85343E+1,-4.57256E-1,
6.85843E+1,-3.85256E-1,
6.86343E+1,-4.57256E-1,
6.86843E+1,-3.85256E-1,
6.87344E+1,-4.57256E-1,
6.87844E+1,-3.85256E-1,
6.88344E+1,-4.65256E-1,
6.88844E+1,-3.93256E-1,
6.89345E+1,-4.65256E-1,
6.89845E+1,-3.93256E-1,
6.90345E+1,-4.65256E-1,
6.90845E+1,-3.93256E-1,
6.91346E+1,-4.65256E-1,
6.91846E+1,-3.93256E-1,
6.92346E+1,-4.73256E-1,
6.92846E+1,-3.93256E-1,
6.93347E+1,-4.73256E-1,
6.93847E+1,-3.93256E-1,
6.94347E+1,-4.73256E-1,
6.94847E+1,-2.65256E-1,
6.95348E+1,-4.73256E-1,
6.95848E+1,-4.01256E-1,
6.96348E+1,-4.73256E-1,
6.96848E+1,-4.01256E-1,
6.97349E+1,-4.81256E-1,
6.97849E+1,-4.01256E-1,
6.98349E+1,-4.81256E-1,
6.98849E+1,-3.93256E-1,
6.9935E+1,-4.81256E-1,
6.9985E+1,-4.01256E-1,
7.0035E+1,-4.89256E-1,
7.0085E+1,-4.09256E-1,
7.01351E+1,-4.81256E-1,
7.01851E+1,-4.01256E-1,
7.02351E+1,-4.89256E-1,
7.02851E+1,-4.09256E-1,
7.03352E+1,-4.89256E-1,
7.03852E+1,-4.09256E-1,
7.04352E+1,-4.89256E-1,
7.04852E+1,-4.09256E-1,
7.05353E+1,-4.89256E-1,
7.05853E+1,-2.89256E-1,
7.06353E+1,-4.81256E-1,
7.06853E+1,-3.61256E-1,
7.07354E+1,-4.81256E-1,
7.07854E+1,-4.17256E-1,
7.08354E+1,-4.89256E-1,
7.08854E+1,-4.17256E-1,
7.09355E+1,-4.89256E-1,
7.09855E+1,-4.17256E-1,
7.10355E+1,-4.89256E-1,
7.10855E+1,-4.17256E-1,
7.11356E+1,-4.89256E-1,
7.11856E+1,-4.17256E-1,
7.12356E+1,-4.97256E-1,
7.12856E+1,-4.25256E-1,
7.13357E+1,-4.97256E-1,
7.13857E+1,-4.17256E-1,
7.14357E+1,-4.97256E-1,
7.14857E+1,-4.25256E-1,
7.15358E+1,-5.05256E-1,
7.15858E+1,-4.25256E-1,
7.16358E+1,-4.89256E-1,
7.16858E+1,-4.25256E-1,
7.17359E+1,-5.05256E-1,
7.17859E+1,-4.33256E-1,
7.18359E+1,-4.97256E-1,
7.18859E+1,-4.33256E-1,
7.1936E+1,-5.05256E-1,
7.1986E+1,-4.33256E-1,
7.2036E+1,-5.13256E-1,
7.2086E+1,-4.41256E-1,
7.21361E+1,-5.13256E-1,
7.21861E+1,-4.41256E-1,
7.22361E+1,-5.21256E-1,
7.22861E+1,-4.41256E-1,
7.23362E+1,-5.13256E-1,
7.23862E+1,-4.49256E-1,
7.24362E+1,-5.13256E-1,
7.24862E+1,-3.85256E-1,
7.25363E+1,-5.21256E-1,
7.25863E+1,-4.49256E-1,
7.26363E+1,-5.21256E-1,
7.26863E+1,-4.49256E-1,
7.27364E+1,-5.13256E-1,
7.27864E+1,-4.49256E-1,
7.28364E+1,-5.21256E-1,
7.28864E+1,-4.49256E-1,
7.29365E+1,-5.21256E-1,
7.29865E+1,-4.57256E-1,
7.30365E+1,-5.21256E-1,
7.30865E+1,-4.49256E-1,
7.31366E+1,-5.21256E-1,
7.31866E+1,-4.49256E-1,
7.32366E+1,-5.21256E-1,
7.32866E+1,-4.57256E-1,
7.33367E+1,-5.21256E-1,
7.33867E+1,-4.57256E-1,
7.34367E+1,-5.21256E-1,
7.34867E+1,-4.57256E-1,
7.35368E+1,-5.21256E-1,
7.35868E+1,-4.57256E-1,
7.36368E+1,-5.29256E-1,
7.36868E+1,-4.57256E-1,
7.37369E+1,-5.21256E-1,
7.37869E+1,-4.57256E-1,
7.38369E+1,-5.37256E-1,
7.38869E+1,-3.69256E-1,
7.3937E+1,-5.29256E-1,
7.3987E+1,-4.65256E-1,
7.4037E+1,-5.37256E-1,
7.4087E+1,-4.57256E-1,
7.41371E+1,-5.29256E-1,
7.41871E+1,-4.57256E-1,
7.42371E+1,-5.37256E-1,
7.42871E+1,-4.65256E-1,
7.43372E+1,-5.37256E-1,
7.43872E+1,-4.65256E-1,
7.44372E+1,-5.37256E-1,
7.44872E+1,-4.65256E-1,
7.45373E+1,-5.37256E-1,
7.45873E+1,-4.65256E-1,
7.46373E+1,-5.45256E-1,
7.46873E+1,-4.65256E-1,
7.47374E+1,-5.37256E-1,
7.47874E+1,-4.73256E-1,
7.48374E+1,-5.37256E-1,
7.48874E+1,-4.73256E-1,
7.49375E+1,-5.45256E-1,
7.49875E+1,-4.73256E-1,
7.50375E+1,-5.37256E-1,
7.50875E+1,-4.73256E-1,
7.51376E+1,-5.37256E-1,
7.51876E+1,-4.73256E-1,
7.52376E+1,-5.45256E-1,
7.52876E+1,-4.73256E-1,
7.53377E+1,-5.37256E-1,
7.53877E+1,-4.73256E-1,
7.54377E+1,-5.53256E-1,
7.54877E+1,-4.65256E-1,
7.55378E+1,-5.45256E-1,
7.55878E+1,-4.73256E-1,
7.56378E+1,-5.45256E-1,
7.56878E+1,-4.73256E-1,
7.57379E+1,-5.45256E-1,
7.57879E+1,-4.73256E-1,
7.58379E+1,-5.29256E-1,
7.58879E+1,-4.81256E-1,
7.5938E+1,-5.45256E-1,
7.5988E+1,-4.81256E-1,
7.6038E+1,-5.53256E-1,
7.6088E+1,-4.81256E-1,
7.61381E+1,-5.53256E-1,
7.61881E+1,-4.81256E-1,
7.62381E+1,-5.53256E-1,
7.62881E+1,-4.81256E-1,
7.63382E+1,-5.53256E-1,
7.63882E+1,-4.81256E-1,
7.64382E+1,-5.53256E-1,
7.64882E+1,-4.81256E-1,
7.65383E+1,-5.53256E-1,
7.65883E+1,-4.81256E-1,
7.66383E+1,-5.53256E-1,
7.66883E+1,-4.81256E-1,
7.67384E+1,-5.53256E-1,
7.67884E+1,-3.93256E-1,
7.68384E+1,-5.53256E-1,
7.68884E+1,-4.81256E-1,
7.69385E+1,-5.53256E-1,
7.69885E+1,-4.81256E-1,
7.70385E+1,-5.53256E-1,
7.70885E+1,-4.81256E-1,
7.71386E+1,-5.53256E-1,
7.71886E+1,-4.81256E-1,
7.72386E+1,-5.45256E-1,
7.72886E+1,-4.81256E-1,
7.73387E+1,-5.53256E-1,
7.73887E+1,-4.09256E-1,
7.74387E+1,-5.53256E-1,
7.74887E+1,-3.85256E-1,
7.75388E+1,-5.53256E-1,
7.75888E+1,-4.81256E-1,
