X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-02,5.000000e-05
0,4.60e-02,6.40e-01,
1,1.40e-02,8.00e-01,
2,4.20e-02,7.20e-01,
3,1.40e-02,8.80e-01,
4,1.20e-02,8.00e-01,
5,4.20e-02,9.60e-01,
6,1.40e-02,8.80e-01,
7,4.00e-02,1.04e+00,
8,4.00e-02,9.60e-01,
9,1.00e-02,1.12e+00,
10,1.40e-02,1.04e+00,
11,4.00e-02,1.20e+00,
12,1.20e-02,1.12e+00,
13,4.00e-02,1.28e+00,
14,4.00e-02,1.20e+00,
15,1.20e-02,1.44e+00,
16,4.00e-02,1.28e+00,
17,8.00e-03,1.52e+00,
18,3.80e-02,1.44e+00,
19,1.20e-02,1.68e+00,
20,3.80e-02,1.52e+00,
21,1.20e-02,1.76e+00,
22,3.80e-02,1.60e+00,
23,1.20e-02,1.84e+00,
24,3.60e-02,1.68e+00,
25,1.20e-02,1.92e+00,
26,3.40e-02,1.84e+00,
27,4.00e-03,2.00e+00,
28,1.00e-02,1.92e+00,
29,3.60e-02,2.08e+00,
30,3.80e-02,2.00e+00,
31,0.00e+00,2.16e+00,
32,8.00e-03,2.08e+00,
33,3.20e-02,2.24e+00,
34,3.60e-02,2.16e+00,
35,4.00e-03,2.32e+00,
36,3.20e-02,2.24e+00,
37,4.00e-03,2.40e+00,
38,2.00e-03,2.32e+00,
39,3.20e-02,2.56e+00,
40,4.00e-03,2.48e+00,
41,3.00e-02,2.64e+00,
42,4.00e-03,2.56e+00,
43,2.60e-02,2.72e+00,
44,0.00e+00,2.64e+00,
45,3.20e-02,2.80e+00,
46,2.60e-02,2.72e+00,
47,-2.00e-03,2.88e+00,
48,2.80e-02,2.80e+00,
49,-2.00e-03,2.96e+00,
50,2.40e-02,2.80e+00,
51,-2.00e-03,3.04e+00,
52,0.00e+00,2.88e+00,
53,2.80e-02,3.12e+00,
54,0.00e+00,2.96e+00,
55,2.80e-02,3.20e+00,
56,2.60e-02,3.20e+00,
57,-4.00e-03,3.04e+00,
58,2.40e-02,3.12e+00,
59,-2.00e-03,3.28e+00,
60,-4.00e-03,3.36e+00,
61,2.20e-02,3.20e+00,
62,2.60e-02,3.28e+00,
63,0.00e+00,3.44e+00,
64,-2.00e-03,3.44e+00,
65,2.60e-02,3.60e+00,
66,2.80e-02,3.44e+00,
67,-2.00e-03,3.68e+00,
68,0.00e+00,3.52e+00,
69,2.60e-02,3.68e+00,
70,3.20e-02,3.60e+00,
71,-2.00e-03,3.76e+00,
72,2.60e-02,3.68e+00,
73,2.00e-03,3.84e+00,
74,2.60e-02,3.68e+00,
75,0.00e+00,3.92e+00,
76,0.00e+00,3.76e+00,
77,2.60e-02,3.92e+00,
78,4.00e-03,3.84e+00,
79,3.20e-02,4.00e+00,
80,4.00e-03,3.84e+00,
81,3.00e-02,4.00e+00,
82,-2.00e-03,3.92e+00,
83,3.00e-02,4.08e+00,
84,0.00e+00,4.00e+00,
85,3.00e-02,4.08e+00,
86,3.00e-02,4.00e+00,
87,0.00e+00,4.16e+00,
88,0.00e+00,4.08e+00,
89,2.80e-02,4.24e+00,
90,0.00e+00,4.08e+00,
91,2.80e-02,4.24e+00,
92,3.40e-02,4.24e+00,
93,0.00e+00,4.08e+00,
94,6.00e-03,4.16e+00,
95,3.20e-02,4.32e+00,
96,3.20e-02,4.24e+00,
97,0.00e+00,4.40e+00,
98,2.80e-02,4.24e+00,
99,4.00e-03,4.40e+00,
100,4.00e-03,4.40e+00,
101,3.20e-02,4.56e+00,
102,2.00e-03,4.40e+00,
103,3.00e-02,4.56e+00,
104,2.80e-02,4.48e+00,
105,-2.00e-03,4.64e+00,
106,3.20e-02,4.48e+00,
107,2.00e-03,4.64e+00,
108,2.00e-03,4.56e+00,
