X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.200000e-02,2.000000e-05
0,3.80e-02,-3.60e+00,
1,8.00e-03,-3.84e+00,
2,4.00e-02,-3.68e+00,
3,1.00e-02,-3.84e+00,
4,4.20e-02,-3.84e+00,
5,6.00e-03,-3.68e+00,
6,3.80e-02,-3.68e+00,
7,1.00e-02,-3.84e+00,
8,1.00e-02,-3.68e+00,
9,4.00e-02,-3.92e+00,
10,4.00e-02,-3.92e+00,
11,8.00e-03,-3.76e+00,
12,3.40e-02,-3.76e+00,
13,4.00e-03,-3.92e+00,
14,2.00e-03,-3.76e+00,
15,3.20e-02,-4.00e+00,
16,4.00e-03,-4.00e+00,
17,3.60e-02,-3.84e+00,
18,6.00e-03,-3.84e+00,
19,3.80e-02,-4.00e+00,
20,1.60e-02,-3.84e+00,
21,4.20e-02,-4.08e+00,
22,4.60e-02,-4.08e+00,
23,1.40e-02,-3.92e+00,
24,4.20e-02,-4.08e+00,
25,1.00e-02,-3.92e+00,
26,1.20e-02,-4.08e+00,
27,4.00e-02,-3.92e+00,
28,3.80e-02,-4.00e+00,
29,1.00e-02,-4.16e+00,
30,3.80e-02,-4.16e+00,
31,6.00e-03,-4.00e+00,
32,3.20e-02,-4.16e+00,
33,6.00e-03,-4.00e+00,
34,4.00e-03,-4.00e+00,
35,3.20e-02,-4.24e+00,
36,1.00e-02,-4.24e+00,
37,3.80e-02,-4.08e+00,
38,3.60e-02,-4.24e+00,
39,8.00e-03,-4.08e+00,
40,8.00e-03,-4.24e+00,
41,4.00e-02,-4.08e+00,
42,4.00e-03,-4.08e+00,
43,3.80e-02,-4.32e+00,
44,3.60e-02,-4.32e+00,
45,6.00e-03,-4.24e+00,
46,3.80e-02,-4.32e+00,
47,1.00e-02,-4.16e+00,
48,4.00e-02,-4.16e+00,
49,8.00e-03,-4.32e+00,
50,1.20e-02,-4.16e+00,
51,4.20e-02,-4.48e+00,
52,4.40e-02,-4.24e+00,
53,1.20e-02,-4.48e+00,
54,1.20e-02,-4.48e+00,
55,3.80e-02,-4.32e+00,
56,1.20e-02,-4.24e+00,
57,3.80e-02,-4.40e+00,
58,1.20e-02,-4.24e+00,
59,3.80e-02,-4.56e+00,
60,1.20e-02,-4.40e+00,
61,4.00e-02,-4.56e+00,
62,1.20e-02,-4.40e+00,
63,3.80e-02,-4.56e+00,
64,1.40e-02,-4.56e+00,
65,4.00e-02,-4.40e+00,
66,1.00e-02,-4.40e+00,
67,4.00e-02,-4.64e+00,
68,3.20e-02,-4.40e+00,
69,6.00e-03,-4.64e+00,
70,1.00e-02,-4.48e+00,
71,4.00e-02,-4.64e+00,
72,8.00e-03,-4.48e+00,
73,4.00e-02,-4.64e+00,
74,4.00e-02,-4.48e+00,
75,1.40e-02,-4.64e+00,
76,8.00e-03,-4.48e+00,
77,3.60e-02,-4.72e+00,
78,1.20e-02,-4.48e+00,
79,3.60e-02,-4.72e+00,
80,8.00e-03,-4.56e+00,
81,3.80e-02,-4.72e+00,
82,6.00e-03,-4.72e+00,
83,3.80e-02,-4.56e+00,
84,1.20e-02,-4.64e+00,
85,4.40e-02,-4.56e+00,
86,1.60e-02,-4.56e+00,
87,4.00e-02,-4.80e+00,
88,1.40e-02,-4.64e+00,
89,4.20e-02,-4.80e+00,
90,4.20e-02,-4.80e+00,
91,1.00e-02,-4.72e+00,
92,1.20e-02,-4.80e+00,
93,4.20e-02,-4.64e+00,
94,4.00e-02,-4.80e+00,
95,6.00e-03,-4.64e+00,
96,3.00e-02,-4.64e+00,
97,0.00e+00,-4.88e+00,
98,4.00e-03,-4.88e+00,
99,3.20e-02,-4.72e+00,
100,4.00e-02,-4.88e+00,
101,8.00e-03,-4.72e+00,
102,3.80e-02,-4.72e+00,
103,8.00e-03,-4.88e+00,
104,6.00e-03,-4.96e+00,
105,4.00e-02,-4.72e+00,
106,3.80e-02,-4.96e+00,
107,1.00e-02,-4.80e+00,
108,4.00e-02,-4.96e+00,
109,8.00e-03,-4.80e+00,
110,4.00e-02,-4.80e+00,
111,6.00e-03,-4.96e+00,
112,4.00e-02,-4.96e+00,
113,6.00e-03,-4.80e+00,
114,3.20e-02,-4.80e+00,
115,6.00e-03,-5.04e+00,
116,3.40e-02,-5.04e+00,
117,6.00e-03,-4.88e+00,
118,3.20e-02,-5.04e+00,
119,6.00e-03,-4.88e+00,
120,6.00e-03,-5.04e+00,
121,3.20e-02,-4.88e+00,
122,3.40e-02,-4.88e+00,
123,4.00e-03,-5.04e+00,
124,3.20e-02,-4.88e+00,
125,0.00e+00,-5.04e+00,
126,4.00e-03,-4.88e+00,
127,3.20e-02,-5.12e+00,
128,3.60e-02,-5.12e+00,
129,6.00e-03,-5.04e+00,
130,3.60e-02,-5.12e+00,
131,4.00e-03,-5.04e+00,
132,3.40e-02,-5.12e+00,
133,4.00e-03,-4.96e+00,
134,2.00e-03,-5.12e+00,
135,3.20e-02,-4.96e+00,
136,3.40e-02,-4.96e+00,
137,2.00e-03,-5.12e+00,
138,6.00e-03,-4.96e+00,
139,3.00e-02,-5.20e+00,
140,4.00e-03,-4.96e+00,
141,3.40e-02,-5.20e+00,
142,3.20e-02,-5.20e+00,
143,4.00e-03,-4.96e+00,
144,3.60e-02,-5.20e+00,
145,2.00e-03,-4.96e+00,
146,3.60e-02,-5.20e+00,
147,8.00e-03,-5.04e+00,
148,4.00e-03,-5.20e+00,
149,3.40e-02,-5.04e+00,
150,3.40e-02,-5.20e+00,
151,4.00e-03,-5.04e+00,
152,-2.00e-03,-5.20e+00,
153,2.80e-02,-5.04e+00,
154,2.80e-02,-5.20e+00,
155,0.00e+00,-5.04e+00,
156,2.00e-03,-5.20e+00,
157,3.00e-02,-5.04e+00,
158,4.00e-03,-5.20e+00,
159,3.60e-02,-5.04e+00,
160,3.20e-02,-5.20e+00,
161,2.00e-03,-5.04e+00,
162,2.60e-02,-5.12e+00,
163,-2.00e-03,-5.04e+00,
164,0.00e+00,-5.04e+00,
165,3.00e-02,-5.20e+00,
166,4.00e-03,-5.04e+00,
167,3.20e-02,-5.28e+00,
168,2.60e-02,-5.20e+00,
169,0.00e+00,-5.04e+00,
170,-4.00e-03,-5.04e+00,
171,2.60e-02,-5.28e+00,
172,-6.00e-03,-5.28e+00,
173,3.00e-02,-5.04e+00,
174,-2.00e-03,-5.28e+00,
175,2.60e-02,-5.04e+00,
176,0.00e+00,-5.28e+00,
177,2.80e-02,-5.04e+00,
178,2.40e-02,-5.28e+00,
179,-4.00e-03,-5.04e+00,
180,2.40e-02,-5.28e+00,
181,-8.00e-03,-5.12e+00,
182,2.40e-02,-5.28e+00,
183,-4.00e-03,-5.12e+00,
184,2.40e-02,-5.28e+00,
185,-2.00e-03,-5.12e+00,
186,2.20e-02,-5.28e+00,
187,-4.00e-03,-5.12e+00,
188,1.80e-02,-5.28e+00,
189,-1.00e-02,-5.12e+00,
190,-8.00e-03,-5.28e+00,
191,2.00e-02,-5.12e+00,
192,-8.00e-03,-5.28e+00,
193,2.40e-02,-5.12e+00,
194,2.40e-02,-5.28e+00,
195,-8.00e-03,-5.12e+00,
196,1.60e-02,-5.28e+00,
197,-8.00e-03,-5.12e+00,
198,2.00e-02,-5.28e+00,
199,-8.00e-03,-5.12e+00,
200,-8.00e-03,-5.28e+00,
201,2.60e-02,-5.12e+00,
202,2.80e-02,-5.28e+00,
203,-2.00e-03,-5.12e+00,
204,2.40e-02,-5.28e+00,
205,-6.00e-03,-5.04e+00,
206,0.00e+00,-5.28e+00,
207,2.60e-02,-5.04e+00,
208,2.00e-03,-5.28e+00,
209,3.00e-02,-5.04e+00,
210,3.20e-02,-5.28e+00,
211,2.00e-03,-5.04e+00,
212,2.40e-02,-5.28e+00,
213,-6.00e-03,-5.04e+00,
214,-8.00e-03,-5.28e+00,
215,2.60e-02,-5.04e+00,
216,2.40e-02,-5.28e+00,
217,-2.00e-03,-5.04e+00,
218,-2.00e-03,-5.04e+00,
219,3.00e-02,-5.20e+00,
220,3.00e-02,-5.04e+00,
221,2.00e-03,-5.28e+00,
222,3.20e-02,-5.20e+00,
223,-2.00e-03,-5.04e+00,
224,2.60e-02,-5.20e+00,
225,-6.00e-03,-5.04e+00,
226,-4.00e-03,-5.04e+00,
227,2.40e-02,-5.20e+00,
228,-4.00e-03,-5.20e+00,
229,2.60e-02,-5.04e+00,
230,2.40e-02,-5.20e+00,
231,-4.00e-03,-5.04e+00,
232,-6.00e-03,-5.20e+00,
233,2.00e-02,-5.04e+00,
234,-8.00e-03,-5.04e+00,
235,2.40e-02,-5.20e+00,
236,-2.00e-03,-5.20e+00,
237,2.60e-02,-5.04e+00,
238,2.60e-02,-5.20e+00,
239,-4.00e-03,-5.04e+00,
240,-2.00e-03,-5.20e+00,
241,2.60e-02,-5.04e+00,
242,2.60e-02,-5.20e+00,
243,-4.00e-03,-4.96e+00,
244,2.80e-02,-4.96e+00,
245,-6.00e-03,-5.20e+00,
246,2.80e-02,-4.96e+00,
247,-2.00e-03,-5.20e+00,
248,2.00e-03,-5.04e+00,
249,3.00e-02,-4.96e+00,
250,-2.00e-03,-4.96e+00,
251,3.20e-02,-5.12e+00,
252,2.40e-02,-5.12e+00,
253,-2.00e-03,-4.96e+00,
254,-4.00e-03,-5.12e+00,
255,3.00e-02,-4.96e+00,
256,2.40e-02,-5.12e+00,
257,-2.00e-03,-5.04e+00,
258,-2.00e-03,-5.12e+00,
259,3.00e-02,-4.96e+00,
260,4.00e-03,-5.12e+00,
261,3.20e-02,-4.96e+00,
262,3.00e-02,-5.12e+00,
263,0.00e+00,-4.88e+00,
264,3.20e-02,-4.88e+00,
265,-2.00e-03,-5.12e+00,
266,2.80e-02,-5.04e+00,
267,0.00e+00,-4.88e+00,
268,2.00e-03,-5.04e+00,
269,3.00e-02,-4.88e+00,
270,4.00e-03,-5.04e+00,
271,3.20e-02,-4.88e+00,
272,3.00e-02,-5.04e+00,
273,-2.00e-03,-4.88e+00,
274,2.60e-02,-4.88e+00,
275,-2.00e-03,-5.04e+00,
276,2.80e-02,-5.04e+00,
277,-2.00e-03,-4.80e+00,
278,2.00e-03,-4.96e+00,
279,2.60e-02,-4.80e+00,
280,2.00e-03,-4.80e+00,
281,3.20e-02,-4.96e+00,
282,4.00e-03,-4.96e+00,
283,3.60e-02,-4.80e+00,
284,4.00e-03,-4.96e+00,
285,3.40e-02,-4.88e+00,
286,3.20e-02,-4.96e+00,
287,2.00e-03,-4.80e+00,
288,2.60e-02,-4.72e+00,
289,-2.00e-03,-4.96e+00,
290,3.00e-02,-4.72e+00,
291,-2.00e-03,-4.88e+00,
292,3.00e-02,-4.72e+00,
293,-2.00e-03,-4.88e+00,
294,0.00e+00,-4.88e+00,
295,2.80e-02,-4.80e+00,
296,0.00e+00,-4.88e+00,
297,3.20e-02,-4.64e+00,
298,4.00e-03,-4.88e+00,
299,3.40e-02,-4.64e+00,
300,3.00e-02,-4.64e+00,
301,0.00e+00,-4.80e+00,
302,2.60e-02,-4.64e+00,
303,-2.00e-03,-4.80e+00,
304,-4.00e-03,-4.64e+00,
305,2.60e-02,-4.80e+00,
306,-2.00e-03,-4.64e+00,
307,3.20e-02,-4.80e+00,
308,4.00e-03,-4.56e+00,
309,3.40e-02,-4.80e+00,
310,3.00e-02,-4.56e+00,
311,0.00e+00,-4.72e+00,
312,0.00e+00,-4.56e+00,
313,2.80e-02,-4.72e+00,
314,2.60e-02,-4.72e+00,
315,-4.00e-03,-4.56e+00,
316,0.00e+00,-4.72e+00,
317,2.80e-02,-4.48e+00,
318,2.60e-02,-4.48e+00,
319,-6.00e-03,-4.64e+00,
320,2.40e-02,-4.48e+00,
321,-6.00e-03,-4.64e+00,
322,0.00e+00,-4.64e+00,
323,2.60e-02,-4.48e+00,
324,2.60e-02,-4.64e+00,
325,-2.00e-03,-4.40e+00,
326,0.00e+00,-4.40e+00,
327,3.20e-02,-4.56e+00,
328,3.00e-02,-4.40e+00,
329,0.00e+00,-4.56e+00,
330,0.00e+00,-4.40e+00,
331,3.20e-02,-4.56e+00,
332,-2.00e-03,-4.56e+00,
333,2.80e-02,-4.32e+00,
334,4.00e-03,-4.56e+00,
335,3.20e-02,-4.24e+00,
336,0.00e+00,-4.24e+00,
337,3.40e-02,-4.48e+00,
338,2.40e-02,-4.48e+00,
339,-4.00e-03,-4.32e+00,
340,-4.00e-03,-4.40e+00,
341,2.60e-02,-4.16e+00,
342,0.00e+00,-4.32e+00,
343,3.40e-02,-4.16e+00,
344,3.20e-02,-4.32e+00,
345,2.00e-03,-4.16e+00,
346,0.00e+00,-4.32e+00,
347,3.20e-02,-4.16e+00,
