<<PMCA SPECTRUM>>
TAG - live_data
DESCRIPTION - 
GAIN - 4
THRESHOLD - 50
LIVE_MODE - 0
PRESET_TIME - 3600
LIVE_TIME - 3597.520000
REAL_TIME - 3600.000000
START_TIME - 09/26/2019 15:11:05
SERIAL_NUMBER - 3497
<<DATA>>
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
0
1
1
1
0
0
0
1
0
0
8
17
23
702
2956
3127
2816
2443
2122
1816
1559
1446
1345
1318
1342
1328
1327
1429
1384
1537
1558
1565
1646
1681
1716
1804
1871
1946
1943
2050
2120
2144
2212
2301
2287
2420
2469
2545
2591
2661
2732
2777
2828
2914
2848
2904
2800
2952
2928
2915
2853
2976
2907
2859
2805
2750
2829
2842
2730
2618
2694
2659
2536
2577
2446
2498
2430
2391
2321
2350
2196
2155
2201
2147
2021
1931
1993
1888
1867
1649
1728
1645
1592
1576
1489
1425
1424
1298
1309
1247
1178
1152
1141
1063
1019
1027
950
951
897
912
844
884
786
744
795
710
704
687
639
621
648
655
654
677
615
629
639
640
641
698
707
701
651
714
707
697
729
791
783
760
745
728
762
808
828
826
835
839
856
838
897
820
785
809
806
847
851
857
809
769
825
807
807
803
753
757
714
719
712
710
679
723
595
664
688
645
636
589
589
610
639
582
608
572
624
579
627
578
611
626
625
615
628
676
656
607
621
673
658
678
693
704
735
720
700
720
705
774
702
811
840
832
788
831
813
837
867
855
836
885
897
934
916
938
966
971
988
1019
1036
1008
1045
1086
1071
1202
1156
1208
1287
1197
1229
1223
1257
1409
1416
1404
1469
1546
1540
1658
1669
1727
1828
1946
1898
1945
2116
2155
2253
2380
2536
2623
2722
2829
2955
3159
3362
3417
3674
3842
4046
4236
4525
4599
4751
4947
5094
5207
5287
5387
5368
5563
5440
5281
5247
5323
5217
5044
4890
4602
4440
4163
3919
3739
3523
3219
2942
2597
2379
2226
1860
1687
1593
1354
1136
1035
836
726
610
499
444
366
280
231
223
139
124
103
67
59
59
38
32
33
20
15
16
11
4
3
5
7
2
4
6
3
4
2
5
6
5
1
2
7
2
1
1
2
4
0
3
1
2
1
4
5
1
6
3
4
3
4
1
3
5
2
1
1
5
1
2
3
4
3
4
3
2
3
2
2
5
3
1
7
4
1
4
8
1
3
2
3
2
6
4
3
2
4
2
1
3
3
5
5
2
2
0
2
2
1
0
2
2
2
1
2
2
2
0
3
4
0
3
1
2
3
0
1
0
0
0
1
1
1
2
2
2
3
3
0
0
2
3
1
2
3
2
2
0
3
4
2
3
3
2
6
2
1
2
1
3
1
2
2
4
2
2
2
1
3
2
2
4
3
3
2
5
2
1
2
4
0
2
1
3
2
4
1
2
1
5
2
3
1
3
1
4
2
4
1
1
4
3
2
3
3
0
4
2
3
1
1
1
1
1
3
2
2
1
4
2
6
3
1
1
2
2
0
3
2
1
0
1
2
0
1
2
1
0
1
0
3
0
2
0
0
0
1
0
1
2
2
2
0
0
0
0
1
2
1
2
0
0
0
0
1
2
2
1
0
0
1
0
0
0
0
2
0
1
1
0
0
2
2
1
1
1
1
0
0
0
1
0
0
1
3
2
0
1
0
1
2
0
0
0
0
1
2
0
0
0
0
1
1
0
0
1
0
1
0
1
0
0
1
2
0
0
2
0
0
1
0
0
0
0
1
0
0
1
0
0
0
1
0
0
0
0
0
0
2
0
2
0
0
1
0
0
0
0
1
0
1
0
0
0
0
0
2
0
0
0
0
0
0
0
1
0
1
0
0
1
0
1
1
1
1
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
1
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
1
1
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
2
1
0
2
0
1
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
