Record Length,2.500000e+03,,  -0.000001400000, -45.20000,
Sample Interval,2.000000e-08,,  -0.000001380000, -45.20000,
Trigger Point,7.000000000000e+01,,  -0.000001360000, -45.60000,
,,,  -0.000001340000, -45.20000,
,,,  -0.000001320000, -45.20000,
,,,  -0.000001300000, -44.80000,
Source,CH2,,  -0.000001280000, -45.20000,
Vertical Units,V,,  -0.000001260000, -45.20000,
Vertical Scale,1.000000e+01,,  -0.000001240000, -45.20000,
Vertical Offset,1.120000e+01,,  -0.000001220000, -45.20000,
Horizontal Units,s,,  -0.000001200000, -44.80000,
Horizontal Scale,5.000000e-06,,  -0.000001180000, -45.60000,
Pt Fmt,Y,,  -0.000001160000, -45.60000,
Yzero,0.000000e+00,,  -0.000001140000, -44.80000,
Probe Atten,1.000000e+01,,  -0.000001120000, -44.80000,
Model Number,TDS1002B,,  -0.000001100000, -45.20000,
Serial Number,C052304,,  -0.000001080000, -44.80000,
Firmware Version,FV:v22.01,,  -0.000001060000, -45.60000,
,,,-00.000001040000, -45.20000,
,,,-00.000001020000, -45.20000,
,,,-00.000001000000, -45.20000,
,,,-00.000000980000, -45.20000,
,,,-00.000000960000, -45.20000,
,,,-00.000000940000, -44.80000,
,,,-00.000000920000, -44.80000,
,,,-00.000000900000, -45.60000,
,,,-00.000000880000, -45.20000,
,,,-00.000000860000, -45.60000,
,,,-00.000000840000, -45.20000,
,,,-00.000000820000, -45.20000,
,,,-00.000000800000, -45.20000,
,,,-00.000000780000, -44.80000,
,,,-00.000000760000, -45.60000,
,,,-00.000000740000, -44.80000,
,,,-00.000000720000, -45.20000,
,,,-00.000000700000, -45.20000,
,,,-00.000000680000, -45.20000,
,,,-00.000000660000, -45.60000,
,,,-00.000000640000, -44.80000,
,,,-00.000000620000, -44.80000,
,,,-00.000000600000, -45.20000,
,,,-00.000000580000, -44.80000,
,,,-00.000000560000, -45.20000,
,,,-00.000000540000, -45.60000,
,,,-00.000000520000, -45.20000,
,,,-00.000000500000, -45.20000,
,,,-00.000000480000, -45.60000,
,,,-00.000000460000, -44.80000,
,,,-00.000000440000, -44.80000,
,,,-00.000000420000, -46.00000,
,,,-00.000000400000, -45.20000,
,,,-00.000000380000, -44.80000,
,,,-00.000000360000, -45.20000,
,,,-00.000000340000, -45.20000,
,,,-00.000000320000, -45.20000,
,,,-00.000000300000, -45.20000,
,,,-00.000000280000, -45.20000,
,,,-00.000000260000, -44.80000,
,,,-00.000000240000, -45.60000,
,,,-00.000000220000, -44.80000,
,,,-00.000000200000, -45.20000,
,,,-00.000000180000, -44.80000,
,,,-00.000000160000, -45.20000,
,,,-00.000000140000, -45.20000,
,,,-00.000000120000, -44.80000,
,,,-00.000000100000, -45.60000,
,,,-00.000000080000, -45.20000,
,,,-00.000000060000, -45.20000,
,,,-00.000000040000, -45.60000,
,,,-00.000000020000, -45.20000,
,,,-00.000000000000, -45.20000,
,,,00.000000020000, -45.20000,
,,,00.000000040000, -45.20000,
,,,00.000000060000, -44.80000,
,,,00.000000080000, -45.20000,
,,,00.000000100000, -45.20000,
,,,00.000000120000, -44.80000,
,,,00.000000140000, -45.20000,
,,,00.000000160000, -44.80000,
,,,00.000000180000, -45.20000,
,,,00.000000200000, -44.80000,
,,,00.000000220000, -44.80000,
,,,00.000000240000, -45.20000,
,,,00.000000260000, -44.40000,
,,,00.000000280000, -44.80000,
,,,00.000000300000, -44.80000,
,,,00.000000320000, -44.40000,
,,,00.000000340000, -44.80000,
,,,00.000000360000, -45.20000,
,,,00.000000380000, -45.60000,
,,,00.000000400000, -45.20000,
,,,00.000000420000, -44.80000,
,,,00.000000440000, -44.80000,
,,,00.000000460000, -45.20000,
,,,00.000000480000, -45.20000,
,,,00.000000500000, -45.20000,
,,,00.000000520000, -44.80000,
,,,00.000000540000, -44.80000,
,,,00.000000560000, -44.40000,
,,,00.000000580000, -45.60000,
,,,00.000000600000, -45.60000,
,,,00.000000620000, -44.40000,
,,,00.000000640000, -45.20000,
,,,00.000000660000, -44.80000,
,,,00.000000680000, -44.80000,
,,,00.000000700000, -45.60000,
,,,00.000000720000, -45.20000,
,,,00.000000740000, -45.20000,
,,,00.000000760000, -44.80000,
,,,00.000000780000, -44.80000,
,,,00.000000800000, -45.20000,
,,,00.000000820000, -45.20000,
,,,00.000000840000, -44.80000,
,,,00.000000860000, -44.80000,
,,,00.000000880000, -45.20000,
,,,00.000000900000, -44.80000,
,,,00.000000920000, -45.60000,
,,,00.000000940000, -44.80000,
,,,00.000000960000, -45.20000,
,,,00.000000980000, -45.20000,
,,,00.000001000000, -45.60000,
,,,00.000001020000, -45.20000,
,,,00.000001040000, -45.20000,
,,,00.000001060000, -44.40000,
,,,00.000001080000, -45.60000,
,,,00.000001100000, -45.20000,
,,,00.000001120000, -45.20000,
,,,00.000001140000, -45.20000,
,,,00.000001160000, -45.60000,
,,,00.000001180000, -45.20000,
,,,00.000001200000, -45.20000,
,,,00.000001220000, -45.20000,
,,,00.000001240000, -45.20000,
,,,00.000001260000, -44.80000,
,,,00.000001280000, -45.20000,
,,,00.000001300000, -45.20000,
,,,00.000001320000, -44.80000,
,,,00.000001340000, -45.20000,
,,,00.000001360000, -44.40000,
,,,00.000001380000, -44.80000,
,,,00.000001400000, -44.80000,
,,,00.000001420000, -45.20000,
,,,00.000001440000, -44.80000,
,,,00.000001460000, -45.20000,
,,,00.000001480000, -45.60000,
,,,00.000001500000, -45.20000,
,,,00.000001520000, -45.20000,
,,,00.000001540000, -45.20000,
,,,00.000001560000, -45.20000,
,,,00.000001580000, -45.20000,
,,,00.000001600000, -44.40000,
,,,00.000001620000, -45.20000,
,,,00.000001640000, -44.80000,
,,,00.000001660000, -45.20000,
,,,00.000001680000, -45.20000,
,,,00.000001700000, -44.80000,
,,,00.000001720000, -44.80000,
,,,00.000001740000, -44.80000,
,,,00.000001760000, -45.20000,
,,,00.000001780000, -44.80000,
,,,00.000001800000, -44.80000,
,,,00.000001820000, -45.20000,
,,,00.000001840000, -45.60000,
,,,00.000001860000, -44.80000,
,,,00.000001880000, -45.20000,
,,,00.000001900000, -44.40000,
,,,00.000001920000, -44.80000,
,,,00.000001940000, -45.60000,
,,,00.000001960000, -45.20000,
,,,00.000001980000, -44.80000,
,,,00.000002000000, -44.80000,
,,,00.000002020000, -44.80000,
,,,00.000002040000, -44.80000,
,,,00.000002060000, -44.80000,
,,,00.000002080000, -45.20000,
,,,00.000002100000, -44.80000,
,,,00.000002120000, -45.20000,
,,,00.000002140000, -46.00000,
,,,00.000002160000, -45.60000,
,,,00.000002180000, -45.20000,
,,,00.000002200000, -45.20000,
,,,00.000002220000, -45.60000,
,,,00.000002240000, -44.80000,
,,,00.000002260000, -45.20000,
,,,00.000002280000, -44.80000,
,,,00.000002300000, -44.80000,
,,,00.000002320000, -45.20000,
,,,00.000002340000, -44.80000,
,,,00.000002360000, -45.60000,
,,,00.000002380000, -44.80000,
,,,00.000002400000, -44.80000,
,,,00.000002420000, -45.60000,
,,,00.000002440000, -45.20000,
,,,00.000002460000, -45.20000,
,,,00.000002480000, -44.80000,
,,,00.000002500000, -44.40000,
,,,00.000002520000, -44.80000,
,,,00.000002540000, -44.80000,
,,,00.000002560000, -45.60000,
,,,00.000002580000, -45.20000,
,,,00.000002600000, -45.20000,
,,,00.000002620000, -45.20000,
,,,00.000002640000, -44.80000,
,,,00.000002660000, -45.20000,
,,,00.000002680000, -45.20000,
,,,00.000002700000, -44.80000,
,,,00.000002720000, -44.80000,
,,,00.000002740000, -45.20000,
,,,00.000002760000, -44.80000,
,,,00.000002780000, -44.40000,
,,,00.000002800000, -45.20000,
,,,00.000002820000, -44.40000,
,,,00.000002840000, -44.80000,
,,,00.000002860000, -44.80000,
,,,00.000002880000, -45.20000,
,,,00.000002900000, -44.80000,
,,,00.000002920000, -44.80000,
,,,00.000002940000, -45.20000,
,,,00.000002960000, -45.20000,
,,,00.000002980000, -45.20000,
,,,00.000003000000, -45.20000,
,,,00.000003020000, -45.20000,
,,,00.000003040000, -45.20000,
,,,00.000003060000, -45.60000,
,,,00.000003080000, -45.20000,
,,,00.000003100000, -45.20000,
,,,00.000003120000, -45.20000,
,,,00.000003140000, -45.20000,
,,,00.000003160000, -44.80000,
,,,00.000003180000, -44.80000,
,,,00.000003200000, -44.80000,
,,,00.000003220000, -45.20000,
,,,00.000003240000, -44.80000,
,,,00.000003260000, -45.20000,
,,,00.000003280000, -45.60000,
,,,00.000003300000, -45.20000,
,,,00.000003320000, -45.20000,
,,,00.000003340000, -44.40000,
,,,00.000003360000, -45.20000,
,,,00.000003380000, -45.20000,
,,,00.000003400000, -45.20000,
,,,00.000003420000, -45.20000,
,,,00.000003440000, -44.80000,
,,,00.000003460000, -45.60000,
,,,00.000003480000, -45.20000,
,,,00.000003500000, -45.20000,
,,,00.000003520000, -44.80000,
,,,00.000003540000, -45.60000,
