x in Angstrom	y in Volt
609,42	61946,49
609,58	62181,95
609,74	62470,77
609,89	62432,93
610,05	62597,32
610,20	62589,67
610,36	62462,27
610,52	61769,62
610,67	60776,38
610,83	59831,43
610,99	59004,91
611,14	58257,03
611,30	58084,61
611,46	57932,71
611,61	58244,39
611,77	58834,51
611,93	59058,04
612,08	59361,21
612,24	59644,96
612,39	59973,58
612,55	60095,59
612,71	60389,64
612,86	60636,57
613,02	60892,00
613,17	60887,71
613,33	61140,25
613,49	61183,94
613,64	61197,60
613,80	61737,40
613,95	61676,39
614,11	61648,54
614,26	61636,60
614,42	61341,38
614,58	60912,75
614,73	60146,93
614,89	59194,41
615,04	58666,31
615,20	58012,75
615,35	57542,77
615,51	57594,19
615,67	57800,00
615,82	58334,19
615,98	58377,25
616,13	58688,15
616,29	58876,88
616,44	59099,93
616,60	59474,49
616,75	59401,00
616,91	60092,63
617,06	59871,92
617,22	60162,53
617,37	60288,92
617,53	60416,87
617,68	60623,70
617,84	60811,95
617,99	60541,62
618,15	61102,10
618,30	60810,86
618,46	60808,68
618,61	60206,22
618,77	59602,37
618,92	58844,50
619,08	58240,88
619,23	57497,76
619,39	57564,70
619,54	57276,42
619,70	57477,55
619,85	57299,28
620,01	57677,28
620,16	58111,37
620,32	58110,66
620,47	58544,99
620,63	58538,98
620,78	58744,40
620,93	58917,06
621,09	59406,00
621,24	59410,44
621,40	59222,03
621,55	59570,69
621,71	59736,32
621,86	59676,01
622,01	59846,09
622,17	59883,78
622,32	60026,24
622,48	59680,85
622,63	59495,48
622,79	58968,55
622,94	58739,96
623,09	58157,87
623,25	57631,87
623,40	57060,86
623,56	56754,25
623,71	56712,90
623,86	56745,04
624,02	57021,38
624,17	56840,30
624,32	57105,48
624,48	57300,37
624,63	57446,58
624,79	57622,35
624,94	57901,42
625,09	58118,47
625,25	58167,62
625,40	58306,10
625,55	58831,32
625,71	58603,35
625,86	58708,13
626,01	59150,80
626,17	59195,82
626,32	58729,50
626,47	59331,80
626,63	58911,13
626,78	58460,34
626,93	58399,10
627,09	58218,17
627,24	57813,81
627,39	57430,43
627,55	56937,67
627,70	56532,99
627,85	56224,43
628,01	55952,46
628,16	56252,44
628,31	56263,67
628,47	56412,22
628,62	56575,59
628,77	56585,57
628,92	56531,97
629,08	56492,03
629,23	57104,00
629,38	56918,86
629,54	57302,32
629,69	57475,21
629,84	57559,39
629,99	57948,15
630,15	57554,24
630,30	57951,59
630,45	57963,13
630,60	58037,09
630,76	57846,03
630,91	57876,38
631,06	58077,74
631,21	57453,29
631,37	57366,22
631,52	56960,68
631,67	56798,72
631,82	56897,02
631,98	56388,11
632,13	56230,59
632,28	56107,79
632,43	55876,47
632,58	55985,54
632,74	56073,31
632,89	56075,65
633,04	55885,75
633,19	55767,55
633,34	56307,83
633,50	56366,26
633,65	56181,60
633,80	56235,04
633,95	56485,08
634,10	56666,01
634,26	56779,60
634,41	56947,11
634,56	56959,36
634,71	56991,89
634,86	57033,63
635,01	57039,48
635,17	56925,81
635,32	56681,38
635,47	57072,72
635,62	56705,02
635,77	56117,78
635,92	55970,79
636,07	55875,38
636,23	55363,81
636,38	55182,58
636,53	55301,40
636,68	55072,96
636,83	54955,93
636,98	54926,76
637,13	55052,13
637,28	54927,77
637,44	55184,60
637,59	55154,41
637,74	55179,22
637,89	55418,42
638,04	55240,47
638,19	55546,84
638,34	55549,49
638,49	55825,37
638,64	55499,17
638,79	55603,01
638,95	55771,14
639,10	55489,50
639,25	55870,54
639,40	55831,29
639,55	55956,12
639,70	56053,26
639,85	55609,65
640,00	55406,96
640,15	55222,05
640,30	55385,58
640,45	54978,48
640,60	54671,87
640,75	54519,11
640,90	54380,47
641,05	54211,25
641,20	54127,38
641,35	54049,84
641,50	53984,85
641,65	54256,04
641,80	54116,23
641,95	54280,92
642,11	54243,55
642,26	54418,47
642,41	54545,17
642,56	54597,21
642,71	54520,59
642,86	54598,38
643,01	54580,67
643,16	54623,50
643,31	54566,78
643,46	54735,85
643,61	54719,38
643,75	54827,91
643,90	54695,75
644,05	54925,66
644,20	54701,75
644,35	54362,37
644,50	54493,76
644,65	54042,19
644,80	53961,21
644,95	53858,93
645,10	53538,12
645,25	53781,69
645,40	53445,04
645,55	53450,03
645,70	53211,53
645,85	53025,38
646,00	52939,72
646,15	52977,40
646,30	52978,73
646,45	53181,65
646,60	53155,05
646,74	53126,65
646,89	53387,78
647,04	53254,29
647,19	53478,35
647,34	53391,91
647,49	53209,04
647,64	53541,47
647,79	53396,67
647,94	53449,80
648,09	53353,14
648,23	53444,88
648,38	53355,32
648,53	53360,00
648,68	53294,78
648,83	53081,79
648,98	53189,45
649,13	52883,39
649,28	52945,26
649,42	52628,90
649,57	52686,16
649,72	52273,68
649,87	52132,00
650,02	52002,57
650,17	52220,00
650,32	51943,74
650,46	51809,01
650,61	51826,01
650,76	52073,17
650,91	51647,43
651,06	51982,60
651,21	51895,61
651,35	51577,14
651,50	52198,63
651,65	51732,47
651,80	51882,73
651,95	52000,31
652,09	51744,64
652,24	52044,00
652,39	51936,49
652,54	51820,79
652,69	51944,99
652,83	51781,23
652,98	51904,81
653,13	51711,64
653,28	51761,18
653,43	51523,23
653,57	51392,00
653,72	51464,56
653,87	51245,33
654,02	51453,71
654,16	51085,94
654,31	51028,67
654,46	50580,54
654,61	50659,26
654,75	50529,59
654,90	50352,26
655,05	50462,26
655,20	50345,16
655,34	50281,26
655,49	50236,87
655,64	49927,92
655,79	50326,98
655,93	50191,23
656,08	50260,90
656,23	50345,70
656,38	50072,02
656,52	50281,18
656,67	50055,55
656,82	50305,76
656,96	50004,69
657,11	50171,18
657,26	50141,14
657,40	49992,36
