x in Angstrom	y in Volt
4081,00000	-0,28198
4081,20000	-0,25546
4081,40000	-0,26298
4081,60000	-0,28002
4081,80000	-0,26868
4082,00000	-0,25768
4082,20000	-0,27294
4082,40000	-0,28920
4082,60000	-0,30867
4082,80000	-0,26897
4083,00000	-0,31618
4083,20000	-0,35344
4083,40000	-0,27905
4083,60000	-0,31652
4083,80000	-0,30398
4084,00000	-0,23289
4084,20000	-0,26064
4084,40000	-0,33737
4084,60000	-0,27738
4084,80000	-0,30207
4085,00000	-0,29666
4085,20000	-0,25220
4085,40000	-0,29293
4085,60000	-0,23591
4085,80000	-0,22639
4086,00000	-0,30284
4086,20000	-0,26901
4086,40000	-0,27184
4086,60000	-0,29249
4086,80000	-0,24213
4087,00000	-0,28977
4087,20000	-0,29593
4087,40000	-0,27566
4087,60000	-0,27294
4087,80000	-0,24629
4088,00000	-0,32488
4088,20000	-0,28973
4088,40000	-0,24572
4088,60000	-0,28172
4088,80000	-0,29327
4089,00000	-0,30742
4089,20000	-0,28810
4089,40000	-0,26720
4089,60000	-0,28159
4089,80000	-0,25320
4090,00000	-0,27389
4090,20000	-0,28456
4090,40000	-0,10695
4090,60000	0,02138
4090,80000	0,00206
4091,00000	0,01348
4091,20000	-0,01622
4091,40000	-0,06385
4091,60000	-0,04453
4091,80000	0,00421
4092,00000	-0,02660
4092,20000	-0,04349
4092,40000	-0,01100
4092,60000	-0,03239
4092,80000	-0,03415
4093,00000	-0,02232
4093,20000	-0,05180
4093,40000	-0,06917
4093,60000	-0,26426
4093,80000	-0,25470
4094,00000	-0,28987
4094,20000	-0,27390
4094,40000	-0,27567
4094,60000	-0,25878
4094,80000	-0,29193
4095,00000	-0,25050
4095,20000	-0,23022
4095,40000	-0,21554
4095,60000	-0,20406
4095,80000	-0,25906
4096,00000	-0,21300
4096,20000	-0,21381
4096,40000	-0,25682
4096,60000	-0,25208
4096,80000	-0,23512
4097,00000	-0,25406
4097,20000	-0,22087
4097,40000	-0,24653
4097,60000	-0,22324
4097,80000	-0,22185
4098,00000	-0,30723
4098,20000	-0,25969
4098,40000	-0,30537
4098,60000	-0,25328
4098,80000	-0,28863
4099,00000	-0,25792
4099,20000	-0,28705
4099,40000	-0,29298
4099,60000	-0,27078
4099,80000	-0,28470
4100,00000	-0,27274
4100,20000	-0,27748
4100,40000	-0,33359
4100,60000	-0,31197
4100,80000	-0,30796
4101,00000	-0,32498
4101,20000	-0,29240
4101,40000	-0,32426
4101,60000	-0,30503
4101,80000	-0,29896
4102,00000	-0,32538
4102,20000	-0,29570
4102,40000	-0,31074
4102,60000	-0,29225
4102,80000	-0,33064
4103,00000	-0,29803
4103,20000	-0,27164
4103,40000	-0,30895
4103,60000	-0,30532
4103,80000	-0,25691
4104,00000	-0,29867
4104,20000	-0,26970
4104,40000	-0,29795
4104,60000	-0,27164
4104,80000	-0,29106
4105,00000	-0,29580
4105,20000	-0,21908
4105,40000	-0,28118
4105,60000	-0,27863
4105,80000	-0,25873
4106,00000	-0,26643
4106,20000	-0,29411
4106,40000	-0,33339
4106,60000	-0,32273
4106,80000	-0,29225
4107,00000	-0,30321
4107,20000	-0,27542
4107,40000	-0,30168
4107,60000	-0,29001
4107,80000	-0,28733
4108,00000	-0,30886
4108,20000	-0,30398
4108,40000	-0,31379
4108,60000	-0,27792
4108,80000	-0,28269
4109,00000	-0,29322
4109,20000	-0,25495
4109,40000	-0,26270
4109,60000	-0,30910
4109,80000	-0,24883
4110,00000	-0,25706
4110,20000	-0,29370
4110,40000	-0,27641
4110,60000	-0,27359
4110,80000	-0,26434
4111,00000	-0,27346
4111,20000	-0,28901
4111,40000	-0,27924
4111,60000	-0,23718
4111,80000	-0,25409
4112,00000	-0,26350
4112,20000	-0,27571
4112,40000	-0,26605
4112,60000	-0,26903
4112,80000	-0,25610
4113,00000	-0,24078
4113,20000	-0,24806
4113,40000	-0,26036
4113,60000	-0,24682
4113,80000	-0,25772
4114,00000	-0,24219
4114,20000	-0,24314
4114,40000	-0,25644
4114,60000	-0,26873
4114,80000	-0,24113
4115,00000	-0,27289
4115,20000	-0,23151
4115,40000	-0,26667
4115,60000	-0,29971
4115,80000	-0,27070
4116,00000	-0,24462
4116,20000	-0,28322
4116,40000	-0,26213
4116,60000	-0,27212
4116,80000	-0,25071
4117,00000	-0,28623
4117,20000	-0,30184
4117,40000	-0,23236
4117,60000	-0,32149
4117,80000	-0,25773
4118,00000	-0,25036
4118,20000	-0,24878
4118,40000	-0,25098
4118,60000	-0,29274
