SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Fri Jan 02 21:28:59 CET 2004
Benutzer: Student
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H15728
Integrationszeit (usec): 100000 (USB2+H15728)
Spektren Durchschnitt berechnet: 1 (USB2+H15728)
Boxcar Glättung: 0 (USB2+H15728)
Dunkelstromkorrektur: Nein (USB2+H15728)
Puls/Lampe aktiviert: Nein (USB2+H15728)
Correct for Detector Non-linearity: Nein (USB2+H15728)
Streulichtkorrektur: Nein (USB2+H15728)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
394,80	1315,38
394,99	1315,38
395,18	1315,38
395,37	1331,76
395,56	1359,85
395,75	1308,36
395,94	1371,55
396,13	1404,32
396,32	1399,64
396,51	1460,49
396,70	1362,19
396,89	1423,05
397,08	1399,64
397,27	1418,36
397,46	1418,36
397,65	1451,13
397,84	1420,71
398,03	1535,39
398,23	1488,58
398,42	1521,35
398,61	1605,61
398,80	1554,12
398,99	1589,22
399,18	2977,16
399,37	6841,39
399,56	7070,76
399,75	7375,03
399,94	7377,37
400,13	7391,41
400,31	7510,78
400,50	7410,14
400,69	7719,09
400,88	7742,49
401,07	7595,04
401,26	7592,70
401,45	7805,69
401,64	7726,11
401,83	7967,18
402,02	7918,03
402,21	7894,63
402,40	8161,45
402,59	8196,56
402,78	8276,13
402,97	8035,06
403,16	8404,86
403,35	8241,03
403,54	8519,55
403,73	8320,60
403,92	8552,32
404,11	8564,02
404,30	8702,11
404,49	8690,41
404,68	8774,67
404,86	8695,09
405,05	8732,54
405,24	8896,38
405,43	8919,78
405,62	9095,32
405,81	8781,69
406,00	9107,02
406,19	9071,92
406,38	9305,97
406,57	9437,04
406,76	9341,08
406,94	9270,86
407,13	9465,13
407,32	9554,07
407,51	9528,32
407,70	9851,31
407,89	9561,09
408,08	9951,96
408,27	9947,28
408,46	10181,33
408,64	9966,00
408,83	10066,64
409,02	10148,56
409,21	10338,15
409,40	10326,44
409,59	10506,66
409,78	10473,90
409,97	10548,79
410,15	10607,31
410,34	10487,94
410,53	10548,79
410,72	10766,46
410,91	10841,36
411,10	11173,72
411,28	10956,05
411,47	11136,27
411,66	11112,86
411,85	11215,85
412,04	11393,73
412,23	11349,26
412,41	11623,10
412,60	11648,85
412,79	11777,58
412,98	11555,22
413,17	11728,42
413,36	11929,71
413,54	11899,28
413,73	11676,93
413,92	12070,14
414,11	12140,36
414,30	12521,87
414,48	12711,45
414,67	12266,75
414,86	12531,23
415,05	12339,30
415,24	12776,98
415,42	12486,76
415,61	12451,65
415,80	12980,61
415,99	12388,46
416,17	12851,88
416,36	12943,16
416,55	13156,15
416,74	13151,47
416,93	12950,18
417,11	13528,30
417,30	13291,90
417,49	13394,89
417,68	13432,33
417,86	13273,18
418,05	13331,69
418,24	13460,42
418,43	13319,99
418,61	13551,70
418,80	13682,77
418,99	13376,16
419,18	14038,53
419,36	13844,27
419,55	13542,34
419,74	14047,90
419,92	14017,47
420,11	13905,12
420,30	13703,84
420,49	13940,23
420,67	14214,07
420,86	14342,80
421,05	14277,27
421,23	14305,35
421,42	14445,79
421,61	14644,73
421,80	14562,81
421,98	14518,34
422,17	14195,35
422,36	14981,77
422,54	14642,39
422,73	14410,68
422,92	14841,34
423,10	14930,28
423,29	14843,68
423,48	14672,82
423,66	14897,51
423,85	15091,77
424,04	15407,75
424,22	14944,32
424,41	15061,35
424,60	15054,33
424,78	15283,70
424,97	15475,62
425,16	15248,59
425,34	15154,97
425,53	15218,16
425,72	15714,36
425,90	15311,78
426,09	15655,84
426,28	15562,22
426,46	15786,91
426,65	15775,21
426,84	15805,64
427,02	15875,85
427,21	16109,91
427,39	15971,82
427,58	16205,87
427,77	16049,05
427,95	16233,96
428,14	16479,71
428,33	16400,13
428,51	16587,38
428,70	16137,99
428,88	16360,34
429,07	16568,65
429,26	16706,74
429,44	16460,99
429,63	16458,65
429,81	16692,70
430,00	16676,32
430,18	16989,95
430,37	17125,70
430,56	16896,33
430,74	16798,02
430,93	17099,95
431,11	17296,56
431,30	17584,44
431,49	17397,20
431,67	17582,10
431,86	17767,01
432,04	17329,33
432,23	17717,86
432,41	17743,60
432,60	18373,21
432,78	18052,55
432,97	17879,35
433,16	17961,27
433,34	17980,00
433,53	18424,70
433,71	18527,68
433,90	18277,24
434,08	18707,90
434,27	18710,24
434,45	18787,48
434,64	18920,89
434,82	18850,67
435,01	19030,90
435,19	18934,93
435,38	18967,70
435,56	19194,73
435,75	19243,88
435,93	19302,40
436,12	19339,85
436,30	19424,11
436,49	19276,65
436,67	19700,29
436,86	19838,38
437,04	19864,13
437,23	19969,45
437,41	19995,20
437,60	19868,81
437,78	19545,81
437,97	19992,86
438,15	19789,23
438,34	20065,41
438,52	20095,84
438,71	20559,27
438,89	20540,54
439,08	20173,08
439,26	20304,15
439,45	20051,37
439,63	20577,99
439,81	20753,53
440,00	20666,93
440,18	20851,83
440,37	20329,89
440,55	20477,35
440,74	20119,24
440,92	20917,37
441,11	20641,18
441,29	20547,56
441,47	21078,86
441,66	20482,03
441,84	20776,94
442,03	20601,40
442,21	20938,43
442,39	21008,65
442,58	20790,98
442,76	21359,73
442,95	21083,55
443,13	21212,28
443,32	20821,41
443,50	21425,26
443,68	20664,59
443,87	20704,38
444,05	20912,69
444,23	21109,29
444,42	20812,04
444,60	20664,59
444,79	20720,76
444,97	20987,58
445,15	20971,20
445,34	20858,85
445,52	20980,56
445,71	21046,10
445,89	21048,44
446,07	20704,38
446,26	20573,31
446,44	20706,72
446,62	20755,87
