SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Fri Jan 02 21:27:35 CET 2004
Benutzer: Student
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H15728
Integrationszeit (usec): 100000 (USB2+H15728)
Spektren Durchschnitt berechnet: 1 (USB2+H15728)
Boxcar Glättung: 0 (USB2+H15728)
Dunkelstromkorrektur: Nein (USB2+H15728)
Puls/Lampe aktiviert: Nein (USB2+H15728)
Correct for Detector Non-linearity: Nein (USB2+H15728)
Streulichtkorrektur: Nein (USB2+H15728)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
394,80	1322,40
394,99	1322,40
395,18	1322,40
395,37	1270,91
395,56	1327,08
395,75	1336,45
395,94	1373,89
396,13	1343,47
396,32	1380,92
396,51	1369,21
396,70	1416,02
396,89	1369,21
397,08	1458,15
397,27	1528,37
397,46	1425,39
397,65	1481,56
397,84	1483,90
398,03	1551,78
398,23	1565,82
398,42	1528,37
398,61	1575,18
398,80	1540,07
398,99	1600,93
399,18	3016,95
399,37	6717,34
399,56	7206,51
399,75	7304,81
399,94	7267,36
400,13	7234,60
400,31	7342,26
400,50	7368,01
400,69	7569,29
400,88	7517,80
401,07	7531,84
401,26	7595,04
401,45	7878,24
401,64	7751,85
401,83	7803,35
402,02	8058,46
402,21	7798,66
402,40	8049,10
402,59	8173,15
402,78	8077,19
402,97	8093,57
403,16	8154,43
403,35	8112,30
403,54	8194,22
403,73	8416,57
403,92	8428,27
404,11	8454,02
404,30	8617,85
404,49	8664,66
404,68	8702,11
404,86	8645,94
405,05	8699,77
405,24	8936,17
405,43	8933,82
405,62	8791,05
405,81	9018,08
406,00	9025,11
406,19	8994,68
406,38	9074,26
406,57	9273,20
406,76	9212,35
406,94	9160,86
407,13	9170,22
407,32	9298,95
407,51	9614,92
407,70	9617,26
407,89	9633,64
408,08	9743,65
408,27	9881,74
408,46	9886,42
408,64	9848,97
408,83	9980,04
409,02	9930,89
409,21	10202,40
409,40	10284,31
409,59	10216,44
409,78	10284,31
409,97	10209,42
410,15	10377,94
410,34	10279,63
410,53	10511,35
410,72	10944,34
410,91	10855,40
411,10	11066,05
411,28	11005,20
411,47	11103,50
411,66	11082,44
411,85	11056,69
412,04	11293,08
412,23	11300,11
412,41	11492,03
412,60	11541,18
412,79	11503,73
412,98	11372,66
413,17	11733,11
413,36	11534,16
413,54	11503,73
413,73	11857,15
413,92	11967,16
414,11	12168,45
414,30	12250,36
414,48	12383,77
414,67	11964,82
414,86	12496,12
415,05	12229,30
415,24	12395,48
415,42	12205,89
415,61	12538,25
415,80	12592,08
415,99	12465,69
416,17	12915,08
416,36	12774,64
416,55	12933,80
416,74	12791,03
416,93	12945,50
417,11	13289,56
417,30	13090,62
417,49	13015,72
417,68	13224,03
417,86	13146,79
418,05	13172,54
418,24	13444,04
418,43	13544,68
418,61	13589,15
418,80	13586,81
418,99	13425,31
419,18	13605,53
419,36	13383,18
419,55	13572,77
419,74	13708,52
419,92	13951,93
420,11	13568,09
420,30	13816,18
420,49	13933,21
420,67	13968,32
420,86	13991,72
421,05	14195,35
421,23	14104,07
421,42	14429,40
421,61	14150,88
421,80	14162,58
421,98	14242,16
422,17	14420,04
422,36	14712,61
422,54	14775,80
422,73	14197,69
422,92	14679,84
423,10	14813,25
423,29	14916,23
423,48	15009,86
423,66	14565,15
423,85	14899,85
424,04	15218,16
424,22	14499,62
424,41	15143,27
424,60	14960,70
424,78	15295,40
424,97	15480,30
425,16	15150,29
425,34	14995,81
425,53	15201,78
425,72	15293,06
425,90	15229,87
426,09	15513,07
426,28	15419,45
426,46	15520,09
426,65	15728,40
426,84	15662,86
427,02	15704,99
427,21	15721,38
427,39	15995,22
427,58	15939,05
427,77	16058,42
427,95	16027,99
428,14	16098,20
428,33	16283,11
428,51	16152,04
428,70	16170,76
428,88	16140,33
429,07	16524,18
429,26	16435,24
429,44	16453,97
429,63	16318,22
429,81	16758,24
430,00	16669,30
430,18	16638,87
430,37	17153,79
430,56	16870,58
430,74	16931,44
430,93	17118,68
431,11	17259,11
431,30	17006,33
431,49	17097,61
431,67	17352,73
431,86	17116,34
432,04	17294,22
432,23	17144,42
432,41	17521,25
432,60	18230,43
432,78	17767,01
432,97	17727,22
433,16	17778,71
433,34	17909,78
433,53	18010,42
433,71	18216,39
433,90	18310,01
434,08	18305,33
434,27	18611,94
434,45	18501,93
434,64	18284,26
434,82	18897,49
435,01	18600,24
435,19	18609,60
435,38	18796,84
435,56	19180,69
435,75	18857,70
435,93	19023,87
436,12	19190,05
436,30	19220,48
436,49	19566,88
436,67	19393,68
436,86	19454,53
437,04	19424,11
437,23	19686,25
437,41	19232,18
437,60	20180,10
437,78	19709,65
437,97	19866,47
438,15	19271,97
438,34	19803,27
438,52	20299,47
438,71	20280,74
438,89	20414,15
439,08	19864,13
439,26	20219,89
439,45	19997,54
439,63	20238,61
439,81	20552,24
440,00	20556,93
440,18	20329,89
440,37	20168,40
440,55	20542,88
440,74	20393,09
440,92	20561,61
441,11	20737,15
441,29	20318,19
441,47	20800,34
441,66	20280,74
441,84	20467,98
442,03	20107,54
442,21	20704,38
442,39	20877,58
442,58	20688,00
442,76	21490,80
442,95	21078,86
443,13	21043,76
443,32	20788,64
443,50	21029,71
443,68	20446,92
443,87	20758,21
444,05	21053,12
444,23	21001,63
444,42	20505,43
444,60	20645,87
444,79	20500,75
444,97	20982,90
445,15	20865,88
445,34	20587,35
445,52	20776,94
445,71	20819,07
445,89	20673,95
446,07	20648,21
446,26	20189,46
446,44	20716,08
446,62	20596,71
446,81	20343,94
446,99	20718,42
447,17	20556,93
447,36	20472,67
447,54	20526,50
447,72	20283,08
447,91	20489,05
448,09	20493,73
448,27	20484,37
448,46	20355,64
448,64	20697,36
448,82	20126,27
449,01	20554,58
449,19	20379,04
449,37	20456,28
449,56	19744,76
449,74	20152,01
449,92	20065,41
450,11	20058,39
450,29	19826,68
450,47	20411,81
450,66	19936,68
450,84	20348,62
451,02	20130,95
451,20	20339,26
451,39	20367,34
451,57	19742,42
451,75	19995,20
451,94	19948,39
452,12	20063,07
452,30	20240,95
452,48	19875,83
452,67	19508,37
452,85	19768,16
453,03	19971,79
453,21	20039,67
453,40	19826,68
453,58	20210,53
453,76	19756,46
453,94	19798,59
454,13	20056,05
454,31	19653,48
454,49	20130,95
454,67	20255,00
