x in Angstrom	y in Volt
6539,60000	26,74704
6539,80000	27,63706
6540,00000	28,88136
6540,20000	29,06067
6540,40000	30,98440
6540,60000	31,08559
6540,80000	29,91056
6541,00000	29,73180
6541,20000	27,73581
6541,40000	29,45132
6541,60000	31,71897
6541,80000	28,57196
6542,00000	29,12536
6542,20000	29,65163
6542,40000	30,10216
6542,60000	29,63233
6542,80000	27,56270
6543,00000	28,44281
6543,20000	31,46721
6543,40000	31,63910
6543,60000	30,94559
6543,80000	30,94095
6544,00000	30,64620
6544,20000	30,98464
6544,40000	30,20360
6544,60000	30,11084
6544,80000	29,18930
6545,00000	28,55209
6545,20000	32,42741
6545,40000	32,88908
6545,60000	31,77376
6545,80000	30,99365
6546,00000	29,74443
6546,20000	29,05393
6546,40000	31,79250
6546,60000	33,44889
6546,80000	33,16855
6547,00000	31,56924
6547,20000	33,06532
6547,40000	31,39982
6547,60000	28,72605
6547,80000	29,85298
6548,00000	27,47812
6548,20000	27,51832
6548,40000	28,04418
6548,60000	26,61295
6548,80000	27,51384
6549,00000	28,03585
6549,20000	29,58431
6549,40000	28,49840
6549,60000	27,65732
6549,80000	28,59035
6550,00000	31,22340
6550,20000	31,53695
6550,40000	30,27291
6550,60000	30,34864
6550,80000	30,10716
6551,00000	29,87399
6551,20000	29,87990
6551,40000	29,20356
6551,60000	30,11589
6551,80000	27,14081
6552,00000	27,64115
6552,20000	28,63617
6552,40000	28,46012
6552,60000	26,87140
6552,80000	26,09620
6553,00000	26,81179
6553,20000	26,34974
6553,40000	28,32131
6553,60000	27,84911
6553,80000	26,64936
6554,00000	26,25382
6554,20000	28,34492
6554,40000	28,75765
6554,60000	27,97575
6554,80000	28,21131
6555,00000	28,30787
6555,20000	28,70359
6555,40000	26,78348
6555,60000	26,94192
6555,80000	25,87881
6556,00000	24,43989
6556,20000	24,24812
6556,40000	26,17423
6556,60000	27,46186
6556,80000	28,73645
6557,00000	28,50729
6557,20000	25,83241
6557,40000	25,23880
6557,60000	23,79327
6557,80000	25,28003
6558,00000	24,92449
6558,20000	25,35396
6558,40000	26,90254
6558,60000	26,65486
6558,80000	26,01638
6559,00000	24,82705
6559,20000	24,04156
6559,40000	24,02767
6559,60000	24,92590
6559,80000	24,73454
6560,00000	24,06702
6560,20000	26,08490
