SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Fri Jan 02 21:23:29 CET 2004
Benutzer: Student
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H15728
Integrationszeit (usec): 100000 (USB2+H15728)
Spektren Durchschnitt berechnet: 1 (USB2+H15728)
Boxcar Glättung: 0 (USB2+H15728)
Dunkelstromkorrektur: Nein (USB2+H15728)
Puls/Lampe aktiviert: Nein (USB2+H15728)
Correct for Detector Non-linearity: Nein (USB2+H15728)
Streulichtkorrektur: Nein (USB2+H15728)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
394,80	1345,81
394,99	1345,81
395,18	1345,81
395,37	1299,00
395,56	1357,51
395,75	1427,73
395,94	1420,71
396,13	1355,17
396,32	1336,45
396,51	1373,89
396,70	1378,58
396,89	1383,26
397,08	1451,13
397,27	1488,58
397,46	1500,28
397,65	1511,99
397,84	1465,18
398,03	1516,67
398,23	1596,25
398,42	1563,48
398,61	1558,80
398,80	1605,61
398,99	1533,05
399,18	2991,20
399,37	6693,93
399,56	6932,67
399,75	7030,97
399,94	7201,83
400,13	7304,81
400,31	7339,92
400,50	7148,00
400,69	7536,52
400,88	7634,83
401,07	7623,12
401,26	7578,65
401,45	7765,90
401,64	7679,30
401,83	7857,18
402,02	7779,94
402,21	7875,90
402,40	7749,51
402,59	8056,12
402,78	8042,08
402,97	8065,49
403,16	8049,10
403,35	8049,10
403,54	8367,42
403,73	8290,18
403,92	8407,20
404,11	8283,16
404,30	8477,42
404,49	8610,83
404,68	8744,24
404,86	8629,56
405,05	8648,28
405,24	8814,46
405,43	8739,56
405,62	8730,20
405,81	8990,00
406,00	8966,59
406,19	9020,42
406,38	8816,80
406,57	9280,22
406,76	9097,66
406,94	9252,14
407,13	9149,15
407,32	9432,36
407,51	9294,27
407,70	9589,17
407,89	9568,11
408,08	9708,54
408,27	9703,86
408,46	9834,93
408,64	9968,34
408,83	9895,78
409,02	9825,57
409,21	10008,13
409,40	10122,82
409,59	10136,86
409,78	10401,34
409,97	10298,36
410,15	10307,72
410,34	10312,40
410,53	10377,94
410,72	10576,88
410,91	10729,02
411,10	10942,00
411,28	10965,41
411,47	10689,23
411,66	10846,04
411,85	11087,12
412,04	11016,90
412,23	11140,95
412,41	11398,41
412,60	11466,28
412,79	11391,39
412,98	11115,20
413,17	11569,27
413,36	11592,67
413,54	11831,41
413,73	11538,84
413,92	11815,02
414,11	11843,11
414,30	11922,69
414,48	12212,92
414,67	11854,81
414,86	12259,73
415,05	12346,33
415,24	12418,88
415,42	12173,13
415,61	12238,66
415,80	12489,10
415,99	12271,43
416,17	12461,01
416,36	12725,49
416,55	12744,22
416,74	12765,28
416,93	12751,24
417,11	13036,78
417,30	12964,23
417,49	12957,21
417,68	13287,22
417,86	12844,86
418,05	13057,85
