Vernier Format 2
B.cmbl 26.09.2019 12:47:47 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

196,5	63,8206644885	0,42735	0,139194	1482,30686463	0,835859314668
197	64,3427162253	0,417582	0,130647	1488,88500416	0,832166350349
197,5	64,6037420937	0,417582	0,140415	1492,12775536	0,830357853441
198	65,1257938305	0,434676	0,128205	1498,52028412	0,826815634818
198,5	65,3868196989	0,422466	0,133089	1501,669929	0,825081448375
199	65,7131020344	0,388278	0,141636	1505,56314885	0,822947878968
199,5	66,2351537712	0,391941	0,14652	1511,69069329	0,819612110795
200	66,4961796396	0,385836	0,151404	1514,70743461	0,817979744263
200,5	67,0182313764	0,323565	0,144078	1520,6465424	0,814785004572
201	67,2792572448	0,326007	0,141636	1523,56878559	0,813222226469
201,5	67,8013089816	0,343101	0,15873	1529,31834734	0,810164869958
202	68,06233485	0,327228	0,148962	1532,14554657	0,808669909185
202,5	68,5843865868	0,312576	0,150183	1537,70448831	0,805746493828
203	68,8454124552	0,288156	0,148962	1540,43611546	0,804317678328
203,5	69,367464192	0,313797	0,15873	1545,80339884	0,801524955199
204	69,6937465275	0,277167	0,147741	1549,09281048	0,799822961942
204,5	70,2157982643	0,272283	0,14652	1554,25133372	0,797168368539
205	70,4768241327	0,257631	0,126984	1556,78223439	0,795872391545
205,5	70,9988758695	0,247863	0,128205	1561,7470512	0,793342301524
206	71,2599017379	0,25641	0,13431	1564,1808643	0,792107887444
206,5	71,5861840734	0,240537	0,148962	1567,17747168	0,790593294244
207	72,0429793431	0,230769	0,147741	1571,2873182	0,788525424759
207,5	72,3040052115	0,238095	0,144078	1573,59097715	0,78737106274
208	72,8913134154	0,217338	0,13431	1578,65472583	0,7848454635
208,5	73,0870828167	0,210012	0,139194	1580,30580763	0,784025467743
209	73,6743910206	0,200244	0,136752	1585,14827987	0,781630346976
209,5	73,8701604219	0,179487	0,159951	1586,72545008	0,780853423594
210	74,1964427574	0,163614	0,164835	1589,31289263	0,779582173998
210,5	74,6532380271	0,142857	0,164835	1592,84870539	0,777851653963
211	74,9795203626	0,129426	0,151404	1595,31231254	0,776650434065
211,5	75,5015720994	0,10989	0,15873	1599,14644208	0,774788329197
212	76,0236238362	0,130647	0,159951	1602,84781168	0,772999152491
212,5	76,2846497046	0,128205	0,168498	1604,64861504	0,772131660716
213	76,8719579085	0,0952381	0,161172	1608,57859774	0,770245234978
213,5	77,0677273098	0,0830281	0,147741	1609,85105296	0,769636419296
214	77,5897790466	0,0903541	0,145299	1613,15234324	0,768061370766
214,5	77,9160613821	0,0622711	0,162393	1615,14765897	0,767112525668
215	78,1770872505	0,0744811	0,155067	1616,7062021	0,766373010997
215,5	78,6991389873	0,0561661	0,155067	1619,72259288	0,764945803343
216	78,9601648557	0,0561661	0,159951	1621,18037792	0,764257954805
216,5	79,2211907241	0,045177	0,157509	1622,60451549	0,763587176153
217	79,7432424609	0,0781441	0,169719	1625,3517307	0,762296539635
217,5	80,0695247964	0,017094	0,185592	1627,00023228	0,76152416909
218	80,5263200661	0,025641	0,178266	1629,21948126	0,760486855365
218,5	80,8526024016	0,04884	0,163614	1630,74126543	0,759777180025
219	81,3746541384	0,040293	0,180708	1633,06610114	0,758695559927
219,5	81,6356800068	0,041514	0,192918	1634,17768964	0,758179485532
220	82,1577317436	0,029304	0,180708	1636,29909259	0,757196533083
220,5	82,418757612	0,039072	0,172161	1637,30886302	0,756729550537
221	82,9408093488	0,043956	0,190476	1639,22643696	0,755844325144
221,5	83,2018352172	0,02442	0,180708	1640,13420068	0,75542598861
222	83,723886954	0,0671551	0,199023	1641,84758742	0,754637646937
222,5	83,9849128224	0,0854701	0,194139	1642,65317488	0,754267558696
223	84,5722210263	0,0976801	0,197802	1644,34106931	0,753493312992
223,5	84,8332468947	0,0647131	0,200244	1645,0357966	0,753175099629
