Vernier Format 2
Bandlücke-Si.cmbl 26.09.2019 12:56:17 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

112,5	3,21935467367	0,295482	0,216117	92,7601006772	13,3570359557
113	3,48016676167	0,26862	0,21978	100,266049896	12,3571238847
113,5	4,00232538867	0,236874	0,221001	115,286929838	10,7470985804
114	4,26313747667	0,245421	0,216117	122,786174767	10,0907125933
114,5	4,78529610367	0,202686	0,200244	137,792230235	8,991798724
115	5,04610819167	0,177045	0,21978	145,28337046	8,5281611796
115,5	5,63346984067	0,18315	0,213675	162,142525766	7,64142530866
116	5,89481637967	0,179487	0,203907	169,638633832	7,30376077673
116,5	6,41644055567	0,188034	0,186813	184,589483893	6,71219169084
117	6,67778709467	0,164835	0,192918	192,074551915	6,45062028077
117,5	6,93859918267	0,155067	0,179487	199,540329112	6,20927110581
118	7,52596083167	0,124542	0,18315	216,338249578	5,72714257612
118,5	7,72156989767	0,130647	0,191697	221,927502055	5,58290427516
119	8,24372852467	0,113553	0,184371	236,834600662	5,2314990991
119,5	8,57027808567	0,0989011	0,181929	246,147340455	5,03357053425
120	9,09243671267	0,0732601	0,191697	261,021839425	4,74672924967
120,5	9,35324880067	0,0976801	0,197802	268,443435266	4,61549748375
121	9,61406088867	0,0744811	0,174603	275,859468708	4,4914173358
121,5	10,1362195157	0,102564	0,177045	290,689400759	4,26228131045
122	10,3975660547	0,0927961	0,159951	298,102967367	4,15628200868
122,5	10,9849277037	0,0757021	0,169719	314,741673922	3,93656163978
123	11,2457397917	0,0757021	0,166056	322,119425113	3,84639951337
123,5	11,5065518797	0,0695971	0,163614	329,490501687	3,76035118966
124	12,0287105067	0,0720391	0,147741	344,227089285	3,59936808743
124,5	12,2243195727	0,0586081	0,159951	349,740357888	3,54262804408
125	12,8768842437	0,040293	0,150183	368,10313846	3,36590447228
125,5	13,1382307827	0,04884	0,173382	375,444016537	3,3000925449
126	13,6603894097	0,032967	0,155067	390,087214185	3,17621279279
126,5	13,9212014977	0,0537241	0,161172	397,389262251	3,1178497199
127	14,4433601247	0,035409	0,164835	411,983424858	3,00740254399
127,5	14,7041722127	0,030525	0,168498	419,260299212	2,95520468389
128	15,2263308397	0,026862	0,166056	433,802701453	2,85613712375
128,5	15,4871429277	0,041514	0,167277	441,053043205	2,8091859224
129	15,8136924887	0,0573871	0,153846	450,117925318	2,75261199412
129,5	16,2706480937	0,032967	0,150183	462,778214957	2,67730839516
130	16,5314601817	0,041514	0,153846	469,991061478	2,63622034875
130,5	17,1188218307	0,037851	0,156288	486,198856628	2,54834001172
131	17,3796339187	0,023199	0,153846	493,37948632	2,51125155049
131,5	17,6409804577	0,00732601	0,140415	500,564575583	2,47520511925
132	18,1631390847	0,015873	0,139194	514,888721022	2,4063451954
132,5	18,4239511727	0,019536	0,15873	522,02752294	2,37343807664
133	18,9461097997	0,00732601	0,166056	536,287101078	2,31032966765
133,5	19,2069218877	0,010989	0,167277	543,392986505	2,28011776149
134	19,7942835367	0,010989	0,15873	559,354333879	2,21505390225
134,5	19,9898926027	0,00732601	0,155067	564,656976476	2,19425253139
