Vernier Format 2
Bandlücke-Ge1.cmbl 26.09.2019 16:22:46 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

85,5	-14,878581389	0,0744811	0,0598291	-848,752394674	-1,45978969576
86	-14,61723485	0,0549451	0,030525	-834,171667438	-1,48530578101
86,5	-14,356422762	0,0622711	0,0512821	-819,603454904	-1,51170665837
87	-13,834264135	0,035409	0,026862	-790,386444401	-1,56758761335
87,5	-13,573452047	0,028083	0,017094	-775,76815676	-1,59712665337
88	-13,246902486	0,0512821	0,023199	-757,442714967	-1,6357672673
88,5	-12,789946881	0,032967	0,015873	-731,75792292	-1,69318289723
89	-12,529134793	0,046398	0,025641	-717,077095909	-1,72784768482
89,5	-12,268322705	0,0525031	0,046398	-702,381410387	-1,76399884974
90	-11,746164078	0,0671551	0,034188	-672,916494596	-1,84123886091
90,5	-11,419614517	0,0647131	0,037851	-654,461052546	-1,89316078501
91	-11,158802429	0,046398	0,032967	-639,705564176	-1,93682854955
91,5	-10,701846824	0,03663	0,015873	-613,821451101	-2,01850228235
92	-10,375831714	0,0720391	0,047619	-595,330462591	-2,08119704577
92,5	-10,179688197	0,0659341	0,040293	-584,196231433	-2,1208627056
93	-9,592860999	0,0683761	0,037851	-550,844188572	-2,24927488699
93,5	-9,33151446	0,0842491	0,0512821	-535,97187738	-2,31168845287
94	-9,070702372	0,0695971	0,01221	-521,118862483	-2,37757657456
94,5	-8,548543745	0,0866911	0,018315	-491,350255779	-2,52162278421
95	-8,221994184	0,0769231	0,031746	-472,712552951	-2,62104315247
95,5	-7,700370008	0,0976801	0,046398	-442,909430521	-2,79741164812
96	-7,439023469	0,106227	0,0549451	-427,963374898	-2,89510755516
96,5	-7,178211381	0,117216	0,02442	-413,039006706	-2,99971668507
97	-6,656052754	0,119658	0,030525	-383,134278659	-3,23385316588
97,5	-6,395240666	0,103785	0,021978	-368,185147292	-3,36515475736
98	-6,133894127	0,1221	0,032967	-353,197730064	-3,50795006462
98,5	-5,6117355	0,14652	0,0500611	-323,231847249	-3,83316189462
99	-5,28572039	0,14652	0,043956	-304,508568804	-4,06885101745
99,5	-5,090111324	0,151404	0,03663	-293,269830654	-4,22477824343
100	-4,763561763	0,174603	0,034188	-274,500342328	-4,51365557323
100,5	-4,241403136	0,174603	0,018315	-244,469317706	-5,06812066082
101	-3,980591048	0,233211	0,0512821	-229,461414892	-5,39960062821
101,5	-3,458432421	0,258852	0,034188	-199,400879276	-6,21361352315
102	-3,197620333	0,304029	0,03663	-184,379637668	-6,71983097305
102,5	-2,936273794	0,334554	0,032967	-169,323782769	-7,31734183903
103	-2,348912145	0,41514	0,03663	-135,474215027	-9,14565181094
103,5	-2,153303079	1,66422	0,014652	-124,197956783	-9,97600952621
104	-1,56594143	4,99023	0,023199	-90,3302005525	-13,7163428446
104,5	-1,370332364	4,98901	0,02442	-79,0489379812	-15,6738348628
105	-1,043782803	4,99023	0,032967	-60,214023032	-20,5766022201
105,5	-0,587361649	4,98901	0,030525	-33,8851575245	-36,5646817225
106	-0,260812088	4,98901	0,00732601	-15,0465781602	-82,3443035893
106,5	0	4,98901	0,017094	0	 
